by-a-whisker_adverb	pels-pèls_adverb
isomorphism_noun	isomorfisme_noun
as-usual_adverb	com-de-costum_adverb
worry_noun	preocupació_noun
oseas_propernoun	oseas_propernoun
squat_noun	propietat-ocupada_noun
hut_noun	cabana_noun
désir_propernoun	désir_propernoun
dormitory-town_noun	ciutat-dormitori_noun
edgardo_propernoun	edgardo_propernoun
slot_noun	ranura_noun
somatisation_noun	somatització_noun
abrahán_propernoun	abrahán_propernoun
yerevan_propernoun	erevan_propernoun
consulting_noun	consultoria_noun
buist_propernoun	buist_propernoun
lagarde_propernoun	lagarde_propernoun
egalitarianism_noun	igualitarisme_noun
nobel-peace-prize_noun	premi-nobel-de-la-pau_noun
balta_propernoun	balta_propernoun
utility_noun	utilitat_noun
gwenaël_propernoun	gwenaël_propernoun
montagut_propernoun	montagut_propernoun
strong_adjective	fort_adjective
rwandan_adjective	ruandès_adjective
montardit_propernoun	montardit_propernoun
otmar_propernoun	otmar_propernoun
premotion_noun	premoció_noun
punctuate_verb	puntuar_verb
janer_propernoun	janer_propernoun
cadence_noun	cadència_noun
grossly_adverb	extremadament_adverb
pleoptics_noun	pleòptica_noun
photogrammetry_noun	fotogrametria_noun
progress_noun	progrés_noun
spend_verb	perdre_verb
elenio_propernoun	elenio_propernoun
page_propernoun	page_propernoun
bruges_propernoun	bruges_propernoun
oddity_noun	raresa_noun
redevelop_verb	reurbanitzar_verb
armored_adjective	blindat_adjective
riesco_propernoun	riesco_propernoun
nape_noun	clotell_noun
roger-bacon_propernoun	roger-bacon_propernoun
rug_noun	flassada_noun
radelle_propernoun	radelle_propernoun
emit_verb	emetre_verb
zamor_propernoun	zamor_propernoun
cambridgeshire_propernoun	cambridgeshire_propernoun
fossil_noun	fòssil_noun
superconductive_adjective	superconductor_adjective
drill_noun	simulacre_noun
exactly-the-same-way_adverb	just-de-la-mateixa-manera_adverb
oliver_propernoun	oliver_propernoun
witty_adjective	enginyós_adjective
sok_propernoun	sok_propernoun
mombasa_propernoun	mombasa_propernoun
mediaeval_adjective	medieval_adjective
jill_propernoun	jill_propernoun
atutxa_propernoun	atutxa_propernoun
st-jules_propernoun	st-jules_propernoun
as-desired_adverb	a-voluntat_adverb
multimillionaire_noun	multimilionari_noun
halo_noun	halo_noun
janiya_propernoun	janiya_propernoun
oboe_noun	oboè_noun
annoying_adjective	molest_adjective
annihilation_noun	aniquilació_noun
pien_propernoun	pien_propernoun
agenor_propernoun	agenor_propernoun
overpressure_noun	sobrepressió_noun
renew_verb	renovar_verb
tre_propernoun	tre_propernoun
karlos_propernoun	karlos_propernoun
endocrinology_noun	endocrinologia_noun
safety_noun	seguretat_noun
joselina_propernoun	joselina_propernoun
next-october_adverb	l'octubre-vinent_adverb
sagrista_propernoun	sagrista_propernoun
sarcastically_adverb	amb-sarcasme_adverb
alesia_propernoun	alesia_propernoun
jacquie_propernoun	jacquie_propernoun
insecurity_noun	inseguretat_noun
vidal_propernoun	vidal_propernoun
davis_propernoun	davis_propernoun
unholy_adjective	profà_adjective
kanteh_propernoun	kanteh_propernoun
later_adverb	posteriorment_adverb
visualise_verb	visualitzar_verb
axiom_noun	axioma_noun
jose_propernoun	jose_propernoun
morata_propernoun	morata_propernoun
struggle_noun	lluita_noun
network-access-point_noun	punt-d'accés-a-la-xarxa_noun
in-upper-case_adverb	en-majúscules_adverb
cool_adjective	fresc_adjective
karson_propernoun	karson_propernoun
raegan_propernoun	raegan_propernoun
ribeiro_propernoun	ribeiro_propernoun
punctuation_noun	puntuació_noun
correct_adjective	correcte_adjective
conclusive_adjective	contundent_adjective
loyola_propernoun	loiola_propernoun
hide_noun	amagatall_noun
dolan_propernoun	dolan_propernoun
naira_propernoun	naira_propernoun
degrease_verb	desgreixar_verb
félix-maría_propernoun	félix-maría_propernoun
spell_noun	conjur_noun
shamanism_noun	xamanisme_noun
alvira_propernoun	alvira_propernoun
traditional_adjective	tradicional_adjective
exception_noun	excepció_noun
partnership_noun	societat_noun
servilio_propernoun	servilio_propernoun
whose_determiner	de-qui_determiner
whose_interrogativepronoun	de-qui_interrogativepronoun
blende_noun	blenda_noun
privatisation_noun	privatització_noun
hydrogenation_noun	hidrogenació_noun
christiana_propernoun	christiana_propernoun
grease_noun	greix_noun
light-year_noun	any-llum_noun
farm_noun	masia_noun
porcio_propernoun	porcio_propernoun
lepage_propernoun	lepage_propernoun
tour_noun	recorregut_noun
twist_verb	torçar_verb
aragonite_noun	aragonita_noun
cadet_noun	cadet_noun
foul-up_verb	desbaratar_verb
camouflage_noun	camuflatge_noun
anastasia_propernoun	anastasia_propernoun
devotee_noun	aficionat_noun
motive_noun	motiu_noun
plasticizer_noun	plastificant_noun
lucette_propernoun	lucette_propernoun
feature_noun	prestació_noun
miqueas_propernoun	miqueas_propernoun
girona_propernoun	girona_propernoun
delice_propernoun	delice_propernoun
overheat_verb	sobreescalfar_verb
arteau_propernoun	arteau_propernoun
out-of-spite_adverb	per-despit_adverb
bohorquez_propernoun	bohorquez_propernoun
justina_propernoun	justina_propernoun
duplessis_propernoun	duplessis_propernoun
nod_verb	saludar-amb-el-cap_verb
labiodental_adjective	labiodental_adjective
consequent_adjective	consegüent_adjective
besiege_verb	assetjar_verb
read_verb	llegir_verb
defeat_noun	derrota_noun
pity_noun	pena_noun
adauco_propernoun	adauco_propernoun
enforcement_noun	aplicació_noun
abrogation_noun	abrogació_noun
fuselage_noun	fuselatge_noun
probabilistic_adjective	probabilista_adjective
colman_propernoun	colman_propernoun
nickel_noun	níquel_noun
off_adverb	fora_adverb
salse_propernoun	salse_propernoun
labour-union_noun	sindicat_noun
alhazen_propernoun	alhazen_propernoun
yasmín_propernoun	yasmín_propernoun
lanzas_propernoun	lanzas_propernoun
reduction_noun	desmultiplicació_noun
flammable_adjective	inflamable_adjective
abadias_propernoun	abadias_propernoun
fluoridation_noun	fluoració_noun
kentucky_propernoun	kentucky_propernoun
angle_verb	doblegar_verb
thibault_propernoun	thibault_propernoun
riding_noun	equitació_noun
commissure_noun	comissura_noun
rhodes_propernoun	rodes_propernoun
sabé_propernoun	sabé_propernoun
aggravating_adjective	agreujant_adjective
reopening_noun	reobertura_noun
teresita_propernoun	teresita_propernoun
noury_propernoun	noury_propernoun
elixir_noun	elixir_noun
exchangeable_adjective	bescanviable_adjective
output_noun	producció_noun
torch_noun	torxa_noun
itch_noun	coentor_noun
reader_propernoun	reader_propernoun
o'reilly_propernoun	o'reilly_propernoun
falles_propernoun	falles_propernoun
aircraft-carrier_noun	portaavions_noun
widowhood_noun	viduatge_noun
catena_propernoun	catena_propernoun
vat_noun	tina_noun
orgeat_noun	orxata_noun
south-island_propernoun	illa-del-sud_propernoun
kõiv_propernoun	kõiv_propernoun
puigmal_propernoun	puigmal_propernoun
champignon_noun	xampinyó_noun
cartagena_propernoun	cartagena_propernoun
hereafter_adverb	des-d'ara_adverb
return_noun	volta_noun
induration_noun	induració_noun
guyana_propernoun	guaiana_propernoun
rahman_propernoun	rahman_propernoun
in-brief_adverb	breument_adverb
mila_propernoun	mila_propernoun
modéré_propernoun	modéré_propernoun
rescission_noun	rescissió_noun
small_adjective	xic_adjective
palacín_propernoun	palacín_propernoun
rienda_propernoun	rienda_propernoun
infinitive_noun	infinitiu_noun
cytoplasm_noun	citoplasma_noun
gahyana_propernoun	gahyana_propernoun
electrician_noun	electricista_noun
cornish_noun	còrnic_noun
late-in-the-morning_adverb	a-mig-matí_adverb
français_propernoun	français_propernoun
in-accordance-with_preposition	d'acord-amb_preposition
mammalogy_noun	mastologia_noun
erika_propernoun	erika_propernoun
microprocessor_noun	microprocessador_noun
really_adverb	molt_adverb
terrible_adjective	terrible_adjective
santaeularia_propernoun	santaeularia_propernoun
mercado_propernoun	mercado_propernoun
montanaro_propernoun	montanaro_propernoun
tacit_adjective	tàcit_adjective
dwelling_noun	vivenda_noun
thymus_noun	tim_noun
memphis_propernoun	memphis_propernoun
fairfield_propernoun	fairfield_propernoun
strict_adjective	estricte_adjective
scanner_noun	escànner_noun
toutant_propernoun	toutant_propernoun
jakob_propernoun	jakob_propernoun
trilateration_noun	trilateració_noun
actinometer_noun	actinòmetre_noun
pericardiocentesis_noun	pericardiocentesi_noun
cormier_propernoun	cormier_propernoun
vinicio_propernoun	vinicio_propernoun
mariella_propernoun	mariella_propernoun
quispe_propernoun	quispe_propernoun
trullols_propernoun	trullols_propernoun
wristband_noun	canellera_noun
hilarión_propernoun	hilarión_propernoun
danièle_propernoun	danièle_propernoun
strength_noun	força_noun
unpredictably_adverb	imprevisiblement_adverb
in-a-big-way_adverb	a-gran-escala_adverb
consciously_adverb	conscientment_adverb
pomologist_noun	pomòleg_noun
for-a-change_adverb	per-variar_adverb
restoration_noun	restauració_noun
minor_adjective	menor_adjective
diiorio_propernoun	diiorio_propernoun
vignola_propernoun	vignola_propernoun
costa-rica_propernoun	costa-rica_propernoun
a/h1n1_noun	a/h1n1_noun
hayek_propernoun	hayek_propernoun
lamour_propernoun	lamour_propernoun
dissipation_noun	dissipació_noun
derivative_adjective	derivat_adjective
cerys_propernoun	cerys_propernoun
happen_verb	advenir_verb
acnode_noun	acnode_noun
normal_adjective	normal_adjective
suburban_adjective	suburbà_adjective
duodenal_adjective	duodenal_adjective
boost_noun	impuls_noun
comet_noun	estel_noun
caring-profession_noun	professió-de-dedicació-humanitària_noun
civilly_adverb	civilment_adverb
untreated_adjective	sense-tractar_adjective
plazas_propernoun	plazas_propernoun
on-your-terms_adverb	a-la-vostra-manera_adverb
rigau_propernoun	rigau_propernoun
malte_propernoun	malte_propernoun
gianmaria_propernoun	gianmaria_propernoun
sniff_verb	ensumar_verb
vanderbilt_propernoun	vanderbilt_propernoun
pavón_propernoun	pavón_propernoun
vescio_propernoun	vescio_propernoun
computability_noun	computabilitat_noun
aspiration_noun	aspiració_noun
isothere_noun	isòtera_noun
bardier_propernoun	bardier_propernoun
insurance_noun	assegurança_noun
this-time-last-autumn_adverb	la-tardor-passada-per-aquestes-dates_adverb
overturn_verb	bolcar_verb
teleclub_noun	teleclub_noun
félicie_propernoun	félicie_propernoun
maradona_propernoun	maradona_propernoun
radiocommunication_noun	radiocomunicació_noun
tittley_propernoun	tittley_propernoun
nickname_noun	renom_noun
pacific-ocean_propernoun	oceà-pacífic_propernoun
pariseau_propernoun	pariseau_propernoun
reorganization_noun	reorganització_noun
prime-minister_noun	primer-ministre_noun
mcadoo_propernoun	mcadoo_propernoun
in-general_adverb	en-general_adverb
yard_noun	iarda_noun
franchisor_noun	franquiciador_noun
parliamentarism_noun	parlamentarisme_noun
revocatory_adjective	revocatori_adjective
as_adverb	tan_adverb
musk_noun	almesc_noun
federalism_noun	federalisme_noun
lime_noun	llima_noun
legarreta_propernoun	legarreta_propernoun
on-a-case-by-case-basis_adverb	cas-per-cas_adverb
phototrophic_adjective	fotòtrof_adjective
unite_verb	unir_verb
to-the-east_adverb	cap-a-l'est_adverb
reproductively_adverb	reproductivament_adverb
barthélmy_propernoun	barthélmy_propernoun
kindness_noun	bondat_noun
colophony_noun	colofònia_noun
cloth_noun	tela_noun
emmanuel_propernoun	emmanuel_propernoun
work-station_noun	estació-de-treball_noun
audric_propernoun	audric_propernoun
leukaemia_noun	leucèmia_noun
sempronio_propernoun	sempronio_propernoun
bigamist_noun	bígam_noun
suddenly_adverb	tot-d'una_adverb
within-minutes_adverb	en-minuts_adverb
claustrophobic_adjective	claustrofòbic_adjective
germania_propernoun	germània_propernoun
existent_adjective	existent_adjective
exterior_adjective	exterior_adjective
disenchanted_adjective	desencantat_adjective
reuben_propernoun	reuben_propernoun
specialisation_noun	especialització_noun
gemma_propernoun	gemma_propernoun
eliot_propernoun	eliot_propernoun
frenette_propernoun	frenette_propernoun
distance_noun	trajecte_noun
calahorro_propernoun	calahorro_propernoun
enchantment_noun	encanteri_noun
customise_verb	personalitzar_verb
inactivity_noun	inactivitat_noun
parcel_noun	paquet_noun
overall_adverb	en-general_adverb
montambault_propernoun	montambault_propernoun
mountain_noun	muntanya_noun
bullfrog_propernoun	bullfrog_propernoun
pico_propernoun	pico_propernoun
astrocyte_noun	astròcit_noun
leader_noun	cabdill_noun
serret_propernoun	serret_propernoun
cotes_propernoun	cotes_propernoun
muste_propernoun	muste_propernoun
drive_noun	campanya_noun
ampleman_propernoun	ampleman_propernoun
pejorative_adjective	pejoratiu_adjective
shiirly_propernoun	shiirly_propernoun
betit_propernoun	betit_propernoun
profitability_noun	rendibilitat_noun
depont_propernoun	depont_propernoun
originally_adverb	al-principi_adverb
diverse_adjective	divers_adjective
colossus_noun	colós_noun
inspiring_adjective	inspirador_adjective
app_noun	app_noun
anselmo_propernoun	anselmo_propernoun
parr_propernoun	parr_propernoun
walk_verb	caminar_verb
pubill_propernoun	pubill_propernoun
astonish_verb	sorprendre_verb
wealthy_adjective	ric_adjective
ursulina_propernoun	ursulina_propernoun
heliodoro_propernoun	heliodoro_propernoun
termination_noun	venciment_noun
airlift_verb	aerotransportar_verb
spiral_noun	espiral_noun
consuela_propernoun	consuela_propernoun
luanda_propernoun	luanda_propernoun
dalmases_propernoun	dalmases_propernoun
clivillé_propernoun	clivillé_propernoun
leonora_propernoun	leonora_propernoun
shaving_noun	encenall_noun
hectare_noun	hectàrea_noun
crous_propernoun	crous_propernoun
saintly_adjective	sant_adjective
speaker_noun	interlocutor_noun
griselda_propernoun	griselda_propernoun
faubert_propernoun	faubert_propernoun
scheelite_noun	scheelita_noun
conclusion_noun	cloenda_noun
paraguayan_adjective	paraguaià_adjective
montplaisir_propernoun	montplaisir_propernoun
semanticist_noun	semantista_noun
stanton_propernoun	stanton_propernoun
go-along_verb	assistir_verb
pitch_noun	to_noun
koto_noun	koto_noun
roast_verb	socarrar_verb
undefined_adjective	no-definit_adjective
stir-up_verb	remoure_verb
at-high-noon_adverb	a-mitja-tarda_adverb
salamero_propernoun	salamero_propernoun
cent_noun	cèntim_noun
bioethics_noun	bioètica_noun
nicastro_propernoun	nicastro_propernoun
boursiquot_propernoun	boursiquot_propernoun
fight_noun	lluita_noun
mcintyre_propernoun	mcintyre_propernoun
erless_propernoun	erless_propernoun
love_verb	encantar_verb
to-be-on-the-safe-side_adverb	per-estar-ne-més-segurs_adverb
jérémy_propernoun	jérémy_propernoun
lawmaker_noun	legislador_noun
naturalism_noun	naturalisme_noun
monitor_propernoun	monitor_propernoun
perfectly_adverb	perfectament_adverb
stereobate_noun	estereòbat_noun
unrealistically_adverb	de-manera-poc-realista_adverb
campion_propernoun	campion_propernoun
wheatley_propernoun	wheatley_propernoun
faithless_adjective	descregut_adjective
hinarejos_propernoun	hinarejos_propernoun
dactyl_noun	dàctil_noun
abscess_noun	abscés_noun
donaldson_propernoun	donaldson_propernoun
obrero_propernoun	obrero_propernoun
blak_propernoun	blak_propernoun
banish_verb	esfumar_verb
juste_propernoun	juste_propernoun
atheist_noun	ateu_noun
meanwhile_adverb	mentre_adverb
narendra_propernoun	narendra_propernoun
thankless_adjective	ingrat_adjective
spiritually_adverb	espiritualment_adverb
beaubrun_propernoun	beaubrun_propernoun
in-the-middle-of-the-evening_adverb	al-vespre_adverb
supercharging_noun	sobrealimentació_noun
gallien_propernoun	gallien_propernoun
soho_propernoun	soho_propernoun
frankish_adjective	franc_adjective
acorn_noun	gla_noun
superficially_adverb	superficialment_adverb
morning_noun	matí_noun
evaporation_noun	evaporació_noun
philanthropy_noun	altruisme_noun
hot_adjective	calent_adjective
julie_propernoun	julie_propernoun
sarcasm_noun	sarcasme_noun
denise_propernoun	denise_propernoun
maddalena_propernoun	maddalena_propernoun
veneto_propernoun	vèneto_propernoun
hysterically_adverb	histèricament_adverb
accompaniment_noun	acompanyament_noun
systemically_adverb	sistèmicament_adverb
psychology_noun	psicologia_noun
francesc-mas-i-ros_propernoun	francesc-mas-i-ros_propernoun
foster_propernoun	foster_propernoun
khrushchev_propernoun	khrusxov_propernoun
modulation_noun	modulació_noun
mounting_noun	muntura_noun
viroid_noun	viroide_noun
von-clausewitz_propernoun	von-clausewitz_propernoun
revocable_adjective	revocable_adjective
séguin_propernoun	séguin_propernoun
intersect_verb	creuar_verb
primeau_propernoun	primeau_propernoun
evil_noun	mal_noun
elhajj_propernoun	elhajj_propernoun
villarreal_propernoun	villarreal_propernoun
descriptionist_adjective	descriptivista_adjective
sync_verb	sincronitzar_verb
pollack_propernoun	pollack_propernoun
reclamation_noun	reclamació_noun
inés_propernoun	inés_propernoun
unijunction_noun	unijunció_noun
gracián_propernoun	gracián_propernoun
appreciate_verb	agrair_verb
justiana_propernoun	justiana_propernoun
rigidly_adverb	estrictament_adverb
hidden-markov-model_noun	model-ocult-de-markov_noun
excel_verb	destacar_verb
donato_propernoun	donato_propernoun
barnaby_propernoun	barnaby_propernoun
mildly_adverb	mollament_adverb
animism_noun	animisme_noun
sleep_noun	somni_noun
out-of-favor_adverb	en-desgràcia_adverb
pneumatoencephalography_noun	pneumatoencefalografia_noun
effectiveness_noun	efectivitat_noun
margaud_propernoun	margaud_propernoun
achievable_adjective	realitzable_adjective
yugoslavia_propernoun	iugoslàvia_propernoun
