ilegitimamente_adverb	il·legítimament_adverb
corbalán_propernoun	corbalán_propernoun
primus_propernoun	primus_propernoun
islandês_noun	islandès_noun
abominação_noun	abominació_noun
ortocromático_adjective	ortocromàtic_adjective
bonafé_propernoun	bonafé_propernoun
vagamente_adverb	vagament_adverb
rupià_propernoun	rupià_propernoun
lapare_propernoun	lapare_propernoun
consultável_adjective	consultable_adjective
plans_propernoun	plans_propernoun
incerti_propernoun	incerti_propernoun
cecília_propernoun	cecília_propernoun
submarino_noun	submarí_noun
bernês_adjective	bernès_adjective
saralegi_propernoun	saralegi_propernoun
rogar_verb	pregar_verb
antonia_propernoun	antonia_propernoun
solis_propernoun	solis_propernoun
rollin_propernoun	rollin_propernoun
cissé_propernoun	cissé_propernoun
câmara-municipal_noun	consistori_noun
autista_noun	autista_noun
cento_propernoun	cento_propernoun
apaticamente_adverb	apàticament_adverb
diakite_propernoun	diakite_propernoun
decência_noun	decència_noun
poroshenko_propernoun	poroixenko_propernoun
checheno_noun	txetxè_noun
renovado_adjective	renovat_adjective
turbis_propernoun	turbis_propernoun
burgo_propernoun	burgo_propernoun
botín_propernoun	botín_propernoun
selecionador_adjective	seleccionador_adjective
forasteiro_noun	foraster_noun
banhar_verb	banyar_verb
portucalense_adjective	portuguès_adjective
pirenéus_propernoun	pirineus_propernoun
egoístico_adjective	egoístic_adjective
abordagem_noun	enfocament_noun
protestador_adjective	protestador_adjective
junca_propernoun	junca_propernoun
pesco_propernoun	pesco_propernoun
quantitativamente_adverb	quantitativament_adverb
kristina_propernoun	kristina_propernoun
triquell_propernoun	triquell_propernoun
julho_noun	juliol_noun
aramendi_propernoun	aramendi_propernoun
dumitrache_propernoun	dumitrache_propernoun
cadeira_noun	cadira_noun
abenza_propernoun	abenza_propernoun
lizée_propernoun	lizée_propernoun
desgravável_adjective	desgravable_adjective
beth_propernoun	beth_propernoun
cámara_propernoun	cámara_propernoun
margry_propernoun	margry_propernoun
cadieux_propernoun	cadieux_propernoun
coexistente_adjective	coexistent_adjective
ronjat_propernoun	ronjat_propernoun
azotado_adjective	azotat_adjective
eructação_noun	eructació_noun
uva_noun	raïm_noun
bengalês_noun	bengalí_noun
defectivo_adjective	defectiu_adjective
singularidade_noun	singularitat_noun
descarrega_propernoun	descarrega_propernoun
disputador_adjective	disputador_adjective
camarão_noun	gamba_noun
gémeo_noun	bessó_noun
amovibilidade_noun	amovibilitat_noun
levar-a-cabo_verb	dur-a-terme_verb
pandiani_propernoun	pandiani_propernoun
vilella_propernoun	vilella_propernoun
pereda_propernoun	pereda_propernoun
incompetência_noun	incompetència_noun
tolerância_noun	tolerància_noun
invocável_adjective	invocable_adjective
abreviar_verb	abreujar_verb
promulgar_verb	promulgar_verb
fraudoso_adjective	fraudós_adjective
piqué_propernoun	piqué_propernoun
cedo_adverb	dejorn_adverb
confiscável_adjective	confiscable_adjective
wigner_propernoun	wigner_propernoun
ergonómico_adjective	ergonòmic_adjective
interinstitucional_adjective	interinstitucional_adjective
ardatza_propernoun	ardatza_propernoun
bollo_propernoun	bollo_propernoun
incontrolável_adjective	incontrolable_adjective
farsante_noun	farsant_noun
por-um-lado_adverb	d'una-banda_adverb
apostu_propernoun	apostu_propernoun
anonimamente_adverb	anònimament_adverb
coerentemente_adverb	coherentment_adverb
travessia_noun	travessia_noun
riaño_propernoun	riaño_propernoun
cordeiro_noun	be_noun
em-longo-prazo_adverb	a-llarg-termini_adverb
macrini_propernoun	macrini_propernoun
greaves_propernoun	greaves_propernoun
tailleferre_propernoun	tailleferre_propernoun
desjarlais_propernoun	desjarlais_propernoun
utilidade_noun	utilitat_noun
fábrica_noun	fàbrica_noun
caratê_noun	karate_noun
disputar_verb	disputar_verb
jaculatório_adjective	jaculatori_adjective
laptop_noun	portàtil_noun
homologamente_adverb	homòlogament_adverb
shields_propernoun	shields_propernoun
esfregar_verb	fregar_verb
ilimitadamente_adverb	il·limitadament_adverb
eletronegatividade_noun	electronegativitat_noun
vanaclocha_propernoun	vanaclocha_propernoun
giubilei_propernoun	giubilei_propernoun
taxonomicamente_adverb	taxonomicament_adverb
cala_propernoun	cala_propernoun
riveiro_propernoun	riveiro_propernoun
temporada_noun	temporada_noun
infrequente_adjective	infreqüent_adjective
franquesa_propernoun	franquesa_propernoun
tang_propernoun	tang_propernoun
rochefort_propernoun	rochefort_propernoun
baricentro_noun	baricentre_noun
de-córdoba_propernoun	de-córdoba_propernoun
azor_propernoun	azor_propernoun
auerbach_propernoun	auerbach_propernoun
ashini_propernoun	ashini_propernoun
pita_propernoun	pita_propernoun
circunvalação_noun	circumval·lació_noun
castell_propernoun	castell_propernoun
colonna_propernoun	colonna_propernoun
sansá_propernoun	sansá_propernoun
levante_noun	llevant_noun
catalifaud_propernoun	catalifaud_propernoun
derrocar_verb	derrocar_verb
aorístico_adjective	aorístic_adjective
cozinha_noun	cuina_noun
unilateralidade_noun	unilateralitat_noun
setenta-e-cinco_numeral	setanta-cinc_numeral
bergamini_propernoun	bergamini_propernoun
investigável_adjective	investigable_adjective
nobert_propernoun	nobert_propernoun
assimptótico_adjective	asimptòtic_adjective
traore_propernoun	traore_propernoun
pessimamente_adverb	pèssimament_adverb
lizeaga_propernoun	lizeaga_propernoun
bagán_propernoun	bagán_propernoun
retoque_noun	retoc_noun
savalli_propernoun	savalli_propernoun
schlesinger_propernoun	schlesinger_propernoun
mau_adjective	mal_adjective
trem-suburbano_noun	tren-de-rodalies_noun
equivalência_noun	equivalència_noun
vallespí_propernoun	vallespí_propernoun
mórmon_noun	mormó_noun
angiologia_noun	angiologia_noun
sifilítico_adjective	sifilític_adjective
estupidez_noun	estupidesa_noun
incumprimento_noun	incompliment_noun
intracelular_adjective	intracel·lular_adjective
incansavelmente_adverb	incansablement_adverb
brando_propernoun	brando_propernoun
leone_propernoun	leone_propernoun
kirchner_propernoun	kirchner_propernoun
explorador_adjective	explorador_adjective
destilatório_adjective	destil·latori_adjective
ocultar_verb	ocultar_verb
mostrável_adjective	mostrable_adjective
preixéns_propernoun	preixéns_propernoun
sant-joan-de-vilatorrada_propernoun	sant-joan-de-vilatorrada_propernoun
magnificente_adjective	magnificent_adjective
senilidade_noun	senilitat_noun
bonnot_propernoun	bonnot_propernoun
daso_propernoun	daso_propernoun
stones_propernoun	stones_propernoun
coreografar_verb	coreografiar_verb
isopescu_propernoun	isopescu_propernoun
renzulli_propernoun	renzulli_propernoun
talador_adjective	talador_adjective
faggi_propernoun	faggi_propernoun
montesino_adjective	montesí_adjective
sant-pere-de-torelló_propernoun	sant-pere-de-torelló_propernoun
exemplificativo_adjective	exemplificatiu_adjective
barahona_propernoun	barahona_propernoun
gaztelumendi_propernoun	gaztelumendi_propernoun
cardetti_propernoun	cardetti_propernoun
quinzena_noun	quinzena_noun
dámaso_propernoun	dámaso_propernoun
ponds_propernoun	ponds_propernoun
destruição_noun	destrucció_noun
scullion_propernoun	scullion_propernoun
monitorizar_verb	monitorar_verb
ilogicamente_adverb	ilògicament_adverb
ocultista_adjective	ocultista_adjective
amargurar_verb	amargar_verb
murer_propernoun	murer_propernoun
inteligivelmente_adverb	intel·ligiblement_adverb
bonham_propernoun	bonham_propernoun
desactivar_verb	desactivar_verb
țițeica_propernoun	țițeica_propernoun
ficar_verb	romandre_verb
zveiter_propernoun	zveiter_propernoun
breznev_propernoun	breznev_propernoun
leduc_propernoun	leduc_propernoun
vincular_verb	vincular_verb
salafranca_propernoun	salafranca_propernoun
juanpere_propernoun	juanpere_propernoun
quístico_adjective	quístic_adjective
sturluson_propernoun	sturluson_propernoun
gonzalez_propernoun	gonzalez_propernoun
porrera_propernoun	porrera_propernoun
sonia_propernoun	sonia_propernoun
pálpebra_noun	parpella_noun
componível_adjective	componible_adjective
falivelmente_adverb	fal·liblement_adverb
hénin_propernoun	hénin_propernoun
cerco_noun	setge_noun
admiração_noun	admiració_noun
bidimensional_adjective	bidimensional_adjective
sarroca-de-lleida_propernoun	sarroca-de-lleida_propernoun
conjuntivo_noun	subjuntiu_noun
natureza_noun	naturalesa_noun
sinfonista_noun	simfonista_noun
teixo_noun	teix_noun
contendente_adjective	contendent_adjective
interferente_adjective	interferent_adjective
bonino_propernoun	bonino_propernoun
relacional_adjective	relacional_adjective
modernização_noun	modernització_noun
villalonga_propernoun	villalonga_propernoun
vignes_propernoun	vignes_propernoun
cantão_noun	cantó_noun
călugăru_propernoun	călugăru_propernoun
titular_verb	titular_verb
cusimano_propernoun	cusimano_propernoun
experimentável_adjective	experimentable_adjective
berengueras_propernoun	berengueras_propernoun
materialidade_noun	materialitat_noun
ban_propernoun	ban_propernoun
khamenei_propernoun	khamenei_propernoun
austral_adjective	austral_adjective
mañas_propernoun	mañas_propernoun
neurologista_noun	neuròleg_noun
estacionariamente_adverb	estacionàriament_adverb
urbanista_noun	urbanista_noun
mestiço_noun	mestís_noun
cody_propernoun	cody_propernoun
covardia_noun	covardia_noun
gruber_propernoun	gruber_propernoun
dialectologia_noun	dialectologia_noun
prejudicar_verb	perjudicar_verb
precursor_noun	precursor_noun
devine_propernoun	devine_propernoun
g8_propernoun	g8_propernoun
urien_propernoun	urien_propernoun
martinica_propernoun	martinica_propernoun
authier_propernoun	authier_propernoun
compressivo_adjective	compressiu_adjective
projetante_adjective	projectant_adjective
doloso_adjective	dolós_adjective
necessitoso_adjective	necessitós_adjective
agirre_propernoun	agirre_propernoun
lu_propernoun	lu_propernoun
dirac_propernoun	dirac_propernoun
cantonal_adjective	cantonal_adjective
contextual_adjective	contextual_adjective
amouroux_propernoun	amouroux_propernoun
schroeder_propernoun	schroeder_propernoun
freeman_propernoun	freeman_propernoun
cadeia_noun	cadena_noun
carinelli_propernoun	carinelli_propernoun
latinoamérica_propernoun	llatinoamèrica_propernoun
obtenível_adjective	obtenible_adjective
allègre_propernoun	allègre_propernoun
tormo_propernoun	tormo_propernoun
davis_propernoun	davis_propernoun
moralmente_adverb	moralment_adverb
dominical_adjective	dominical_adjective
altafulla_propernoun	altafulla_propernoun
burgarella_propernoun	burgarella_propernoun
mutualmente_adverb	mutualment_adverb
excentricamente_adverb	excèntricament_adverb
roquièr_propernoun	roquièr_propernoun
sensato_adjective	assenyat_adjective
gibelino_noun	gibelí_noun
crotta_propernoun	crotta_propernoun
medem_propernoun	medem_propernoun
quoquochi_propernoun	quoquochi_propernoun
para-além-de_preposition	a-més-de_preposition
pictográfico_adjective	pictogràfic_adjective
granata_propernoun	granata_propernoun
rolleri_propernoun	rolleri_propernoun
novelista_noun	novel·lista_noun
relatório_noun	informe_noun
carinhoso_adjective	carinyós_adjective
rosette_propernoun	rosette_propernoun
censatário_adjective	censatari_adjective
dingman_propernoun	dingman_propernoun
industrioso_adjective	industriós_adjective
molaridade_noun	molaritat_noun
tico_propernoun	tico_propernoun
cernea_propernoun	cernea_propernoun
empregada-da-limpeza_noun	dona-de-fer-feines_noun
credibilidade_noun	credibilitat_noun
vieira_propernoun	vieira_propernoun
abraçador_adjective	abraçador_adjective
boland_propernoun	boland_propernoun
compromisso_noun	compromís_noun
bill_propernoun	bill_propernoun
nuti_propernoun	nuti_propernoun
tucker_propernoun	tucker_propernoun
heterogéneo_adjective	heterogeni_adjective
cruañas_propernoun	cruañas_propernoun
leatrice_propernoun	leatrice_propernoun
mussato_propernoun	mussato_propernoun
dipalma_propernoun	dipalma_propernoun
alarmante_adjective	alarmant_adjective
de-toro_propernoun	de-toro_propernoun
hipermercado_noun	hipermercat_noun
asinino_adjective	asiní_adjective
dompierre_propernoun	dompierre_propernoun
gijón_propernoun	gijón_propernoun
auricular_noun	auricular_noun
lagarto_noun	llangardaix_noun
décimo-quinto_adjective	quinzè_adjective
diop_propernoun	diop_propernoun
malsonante_adjective	malsonant_adjective
bonaventura_propernoun	bonaventura_propernoun
ácido_noun	àcid_noun
catalunha_propernoun	catalunya_propernoun
landreville_propernoun	landreville_propernoun
girardin_propernoun	girardin_propernoun
vinte-e-sete_numeral	vint-i-set_numeral
gravação_noun	gravació_noun
inextensibilidade_noun	inextensibilitat_noun
plataforma_noun	plataforma_noun
precipitoso_adjective	precipitós_adjective
porto_propernoun	porto_propernoun
henry_propernoun	henry_propernoun
cowen_propernoun	cowen_propernoun
casellati_propernoun	casellati_propernoun
paróquia_noun	parròquia_noun
por-exemplo_adverb	per-exemple_adverb
durst_propernoun	durst_propernoun
amigável_adjective	amigable_adjective
aloy_propernoun	aloy_propernoun
patrus_propernoun	patrus_propernoun
spelgatti_propernoun	spelgatti_propernoun
areste_propernoun	areste_propernoun
gasbarra_propernoun	gasbarra_propernoun
signorile_propernoun	signorile_propernoun
pós_preposition	després-de_preposition
estevam_propernoun	estevam_propernoun
homologar_verb	homologar_verb
cretense_adjective	cretenc_adjective
nubilidade_noun	nubilitat_noun
sant-joan-despí_propernoun	sant-joan-despí_propernoun
orográfico_adjective	orogràfic_adjective
guiné-bissau_propernoun	guinea-bissau_propernoun
doñate_propernoun	doñate_propernoun
sibilar_verb	xiular_verb
basilar_adjective	basilar_adjective
tapador_adjective	tapador_adjective
colonialista_adjective	colonialista_adjective
chó_propernoun	chó_propernoun
cordeiro_noun	xai_noun
ponsatí_propernoun	ponsatí_propernoun
prosopopeia_noun	prosopopeia_noun
sistêmico_adjective	sistèmic_adjective
estrepitoso_adjective	estrepitós_adjective
a-noroeste_adverb	al-nord-oest_adverb
acaso_adverb	per-ventura_adverb
cantos_propernoun	cantos_propernoun
plataforma_noun	andana_noun
exame_noun	examen_noun
oh_interjection	oh_interjection
autenticar_verb	autenticar_verb
powle_propernoun	powle_propernoun
mm_noun	mm_noun
fotoeletrônico_adjective	fotoelectrònic_adjective
petulância_noun	petulància_noun
perdonà_propernoun	perdonà_propernoun
llombart_propernoun	llombart_propernoun
reiniciar_verb	reiniciar_verb
daqui-a-pouco_adverb	d'ací-a-poc_adverb
etiquetar_verb	etiquetar_verb
alcàsser_propernoun	alcàsser_propernoun
perilli_propernoun	perilli_propernoun
roach_propernoun	roach_propernoun
fava_propernoun	fava_propernoun
boutros_propernoun	boutros_propernoun
exterminação_noun	exterminació_noun
porto_noun	port_noun
poénaru_propernoun	poénaru_propernoun
cognado_adjective	cognat_adjective
batea_propernoun	batea_propernoun
assim_adverb	així_adverb
só_adverb	sols_adverb
pré-socrático_adjective	presocràtic_adjective
cristalografia_noun	cristal·lografia_noun
gestão_noun	gestió_noun
tarruella_propernoun	tarruella_propernoun
setor_noun	sector_noun
aiguamúrcia_propernoun	aiguamúrcia_propernoun
brasi_propernoun	brasi_propernoun
tipo_noun	mena_noun
duc-goninaz_propernoun	duc-goninaz_propernoun
mía_propernoun	mía_propernoun
clouston_propernoun	clouston_propernoun
gamelin_propernoun	gamelin_propernoun
yanukovytch_propernoun	ianukòvitx_propernoun
álvarez_propernoun	álvarez_propernoun
pedraza_propernoun	pedraza_propernoun
turgai_propernoun	turgai_propernoun
inoperante_adjective	inoperant_adjective
español_propernoun	español_propernoun
tylor_propernoun	tylor_propernoun
tibi_propernoun	tibi_propernoun
ofuscamento_noun	ofuscament_noun
santelli_propernoun	santelli_propernoun
frondosidade_noun	frondositat_noun
veredicto_noun	veredicte_noun
hierárquico_adjective	jeràrquic_adjective
electrogalvânico_adjective	electrogalvànic_adjective
soffritti_propernoun	soffritti_propernoun
anteontem_adverb	despús-ahir_adverb
escobedo_propernoun	escobedo_propernoun
discriminante_adjective	discriminant_adjective
tradição_noun	tradició_noun
manica_propernoun	manica_propernoun
assustar_verb	espantar_verb
sutil_adjective	sutil_adjective
ponderar_verb	valorar_verb
hidrométrico_adjective	hidromètric_adjective
mitjana_propernoun	mitjana_propernoun
marte_propernoun	mart_propernoun
whittington_propernoun	whittington_propernoun
impropriamente_adverb	impròpiament_adverb
