waiting_for_preposition_en	esperando_a_preposition_es
reig_propernoun_en	reig_propernoun_es
welfare_noun_en	bienestar_noun_es
distrust_noun_en	desconfianza_noun_es
lunch_verb_en	comer_verb_es
monrovia_propernoun_en	monrovia_propernoun_es
competitiveness_noun_en	competitividad_noun_es
ghana_propernoun_en	ghana_propernoun_es
barça_propernoun_en	barça_propernoun_es
prpers_pronoun_en	prpers_pronoun_es
prpers_reflexivepersonalpronoun_en	prpers_reflexivepersonalpronoun_es
recover_verb_en	recuperar_verb_es
onwards_adverb_en	en_adelante_adverb_es
tug_noun_en	remolcador_noun_es
compete_verb_en	competir_verb_es
reinvent_verb_en	reinventar_verb_es
deem_verb_en	considerar_verb_es
demoniac_adjective_en	demoníaco_adjective_es
immunosuppression_noun_en	inmunosupresión_noun_es
margarida_propernoun_en	margarida_propernoun_es
halomorphic_adjective_en	halomórfico_adjective_es
o'callaghan_propernoun_en	o'callaghan_propernoun_es
lovable_adjective_en	encantador_adjective_es
miquel_propernoun_en	miquel_propernoun_es
as_subordinatingconjunction_en	pues_subordinatingconjunction_es
leaflet_noun_en	folíolo_noun_es
application_noun_en	solicitud_noun_es
drugstore_noun_en	droguería_noun_es
glucide_noun_en	glúcido_noun_es
finish_verb_en	terminar_verb_es
prompt_adjective_en	puntual_adjective_es
paronymy_noun_en	paronimia_noun_es
accordingly_adverb_en	consiguientemente_adverb_es
dupe_verb_en	engañar_verb_es
franco_propernoun_en	franco_propernoun_es
national_adjective_en	nacional_adjective_es
little_boy_propernoun_en	little_boy_propernoun_es
neglect_verb_en	descuidar_verb_es
rabat_propernoun_en	rabat_propernoun_es
rogatory_adjective_en	rogatorio_adjective_es
face_up_to_verb_en	apechugarse_con_verb_es
maxillary_adjective_en	maxilar_adjective_es
breast_noun_en	pechuga_noun_es
seguidilla_noun_en	seguidilla_noun_es
streep_propernoun_en	streep_propernoun_es
look_straight_ahead_verb_en	mirar_de_frente_verb_es
who_pronoun_en	quién_pronoun_es
who_interrogativepronoun_en	quién_interrogativepronoun_es
dsl_noun_en	adsl_noun_es
ahmadinejad_propernoun_en	ahmadineyad_propernoun_es
schematise_verb_en	esquematizar_verb_es
sound_noun_en	sonido_noun_es
slavic_adjective_en	eslavo_adjective_es
mucin_noun_en	mucina_noun_es
dismountable_adjective_en	desmontable_adjective_es
slip_noun_en	resbalón_noun_es
venial_adjective_en	venial_adjective_es
activate_verb_en	activar_verb_es
rer_a_noun_en	rer_a_noun_es
covering_noun_en	cobertura_noun_es
festive_adjective_en	festivo_adjective_es
eugenics_noun_en	eugenesia_noun_es
affirmative_adjective_en	afirmativo_adjective_es
liveliness_noun_en	vivacidad_noun_es
renounce_verb_en	renunciar_verb_es
hyperinflation_noun_en	hiperinflación_noun_es
well_interjection_en	bueno_interjection_es
guatemalan_adjective_en	guatemalteco_adjective_es
shaw_propernoun_en	shaw_propernoun_es
rossclogher_propernoun_en	rossclogher_propernoun_es
reasonably_adverb_en	razonablemente_adverb_es
telephone_noun_en	teléfono_noun_es
dissolvent_adjective_en	disolvente_adjective_es
unalterable_adjective_en	inalterable_adjective_es
bounced_cheque_noun_en	cheque_sin_fondos_noun_es
lpg_consumer_noun_en	consumidor_de_glp_noun_es
on_the_brink_of_war_adverb_en	al_borde_de_la_guerra_adverb_es
applicator_noun_en	aplicador_noun_es
crop_noun_en	cosecha_noun_es
echography_noun_en	ecografía_noun_es
cardiovascular_adjective_en	cardiovascular_adjective_es
autobiography_noun_en	autobiografía_noun_es
contrast_verb_en	contrastar_verb_es
postal_adjective_en	postal_adjective_es
mozilla_propernoun_en	mozilla_propernoun_es
face_to_face_subordinatingconjunction_en	frente_a_frente_subordinatingconjunction_es
abbess_noun_en	abadesa_noun_es
inheritable_adjective_en	heredable_adjective_es
poll_noun_en	encuesta_noun_es
astounding_adjective_en	pasmoso_adjective_es
indies_propernoun_en	indias_propernoun_es
classicism_noun_en	clasicismo_noun_es
conchoid_noun_en	concoide_noun_es
the_next_tuesday_adverb_en	el_próximo_martes_adverb_es
no_man's_land_noun_en	tierra_de_nadie_noun_es
honesty_noun_en	honestidad_noun_es
viper_noun_en	víbora_noun_es
plumed_adjective_en	plumado_adjective_es
community_manager_noun_en	community_manager_noun_es
writing_noun_en	redacción_noun_es
sideline_noun_en	línea_de_banda_noun_es
grey-haired_adjective_en	canoso_adjective_es
in_style_adverb_en	por_todo_lo_alto_adverb_es
loyola_propernoun_en	loyola_propernoun_es
ancestor_noun_en	antepasado_noun_es
period_noun_en	periodo_noun_es
too_close_up_adverb_en	demasiado_cerca_adverb_es
cedar_noun_en	cedro_noun_es
developed_country_noun_en	país_desarrollado_noun_es
how_many_adjective_en	cuánto_adjective_es
how_many_adverb_en	cuánto_adverb_es
how_many_pronoun_en	cuánto_pronoun_es
how_many_determiner_en	cuánto_determiner_es
how_many_interrogativepronoun_en	cuánto_interrogativepronoun_es
how_many_determiner_en	cuánto_determiner_es
how_many_interrogativepronoun_en	cuánto_interrogativepronoun_es
how_many_adjective_en	cuánto_adjective_es
how_many_adverb_en	cuánto_adverb_es
how_many_pronoun_en	cuánto_pronoun_es
how_many_determiner_en	cuánto_determiner_es
how_many_interrogativepronoun_en	cuánto_interrogativepronoun_es
how_many_determiner_en	cuánto_determiner_es
how_many_interrogativepronoun_en	cuánto_interrogativepronoun_es
oil_refinery_noun_en	refinería_de_petróleo_noun_es
glaze_verb_en	barnizar_verb_es
coulomb_noun_en	culombio_noun_es
coal_noun_en	carbón_noun_es
albelda_propernoun_en	albelda_propernoun_es
virtue_noun_en	virtud_noun_es
better_late_than_never_interjection_en	más_vale_tarde_que_nunca_interjection_es
what_follows_subordinatingconjunction_en	lo_que_sigue_subordinatingconjunction_es
motorise_verb_en	motorizar_verb_es
von_meyenfeldt_propernoun_en	von_meyenfeldt_propernoun_es
prelate_noun_en	prelado_noun_es
help_verb_en	ayudar_verb_es
spend_verb_en	perder_verb_es
tenderly_adverb_en	con_ternura_adverb_es
breakdown_noun_en	desglose_noun_es
oppression_noun_en	opresión_noun_es
john_paul_i_propernoun_en	juan_pablo_i_propernoun_es
devote_verb_en	dedicar_verb_es
courageous_adjective_en	brioso_adjective_es
extensively_adverb_en	extensamente_adverb_es
liturgical_adjective_en	litúrgico_adjective_es
clericalism_noun_en	clericalismo_noun_es
liberalisation_noun_en	liberalización_noun_es
convey_verb_en	transmitir_verb_es
information_centre_noun_en	punto_de_información_noun_es
regulation_noun_en	reglamento_noun_es
be_still_single_verb_en	seguir_soltero_verb_es
fernando_propernoun_en	fernando_propernoun_es
capital_noun_en	capital_noun_es
transcribe_verb_en	transcribir_verb_es
go_to_rack_and_ruin_verb_en	echarse_a_perder_verb_es
procreation_noun_en	procreación_noun_es
corn_oil_noun_en	aceite_de_maíz_noun_es
testify_verb_en	atestiguar_verb_es
lookout_noun_en	vigía_noun_es
tidy_up_verb_en	adecentarse_verb_es
incentive_plan_noun_en	plan_de_incentivo_noun_es
avocado_noun_en	aguacate_noun_es
exclave_noun_en	exclave_noun_es
hold_verb_en	agarrar_verb_es
sacrilege_noun_en	sacrilegio_noun_es
prejudice_noun_en	prejuicio_noun_es
reporter_noun_en	reportero_noun_es
architect_noun_en	arquitecto_noun_es
bow_noun_en	proel_noun_es
surely_adverb_en	seguramente_adverb_es
resentful_adjective_en	resentido_adjective_es
zenithal_adjective_en	cenital_adjective_es
furnish_verb_en	amueblar_verb_es
tabulation_noun_en	tabulación_noun_es
hybridoma_noun_en	hibridoma_noun_es
burner_noun_en	quemador_noun_es
shed_noun_en	nave_noun_es
puff_noun_en	bocanada_noun_es
plume_noun_en	penacho_noun_es
half_adjective_en	medio_adjective_es
paternity_noun_en	paternidad_noun_es
boringly_adverb_en	aburridamente_adverb_es
worrisome_adjective_en	preocupante_adjective_es
light_adjective_en	liviano_adjective_es
lídia_propernoun_en	lídia_propernoun_es
cheney_propernoun_en	cheney_propernoun_es
carla_propernoun_en	carla_propernoun_es
visual_art_noun_en	arte_visual_noun_es
resumption_noun_en	reanudación_noun_es
patriot_noun_en	patriota_noun_es
alcove_noun_en	alcoba_noun_es
hypersonic_adjective_en	hipersónico_adjective_es
take_down_verb_en	apear_verb_es
seize_verb_en	confiscar_verb_es
touch_noun_en	tacto_noun_es
southern_adjective_en	del_sur_adjective_es
fly_verb_en	volar_verb_es
state_verb_en	declarar_verb_es
irritation_noun_en	irritación_noun_es
law_noun_en	ley_noun_es
diouf_propernoun_en	diouf_propernoun_es
wine_tasting_noun_en	degustación_de_vinos_noun_es
player_noun_en	jugador_noun_es
throw_verb_en	tirar_verb_es
december_noun_en	diciembre_noun_es
ten_noun_en	decena_noun_es
disapproval_noun_en	desaprobación_noun_es
simple_adjective_en	simple_adjective_es
jam_noun_en	atasco_noun_es
reverse_noun_en	revés_noun_es
iniesta_propernoun_en	iniesta_propernoun_es
stigmatisation_noun_en	estigmatización_noun_es
secretary_of_state_noun_en	secretario_de_estado_noun_es
rapeseed_noun_en	semilla_de_colza_noun_es
diachrony_noun_en	diacronía_noun_es
conventional_adjective_en	convencional_adjective_es
auctioneer_noun_en	rematador_noun_es
conjugable_adjective_en	conjugable_adjective_es
collapse_verb_en	caer_desplomado_verb_es
commensal_noun_en	comensal_noun_es
psychotherapist_noun_en	psicoterapeuta_noun_es
armed_robbery_noun_en	atraco_a_mano_armada_noun_es
highlight_noun_en	punto_destacado_noun_es
magnanimity_noun_en	magnanimidad_noun_es
inhalation_noun_en	inhalación_noun_es
bruised_verb_en	magullar_verb_es
overriding_adjective_en	primordial_adjective_es
alexander_lukashenko_propernoun_en	aleksandr_lukashenko_propernoun_es
taut_adjective_en	tenso_adjective_es
golden_age_noun_en	época_dorada_noun_es
third_adjective_en	tercero_adjective_es
whereabouts_noun_en	paradero_noun_es
tarnished_adjective_en	empañado_adjective_es
governor_noun_en	gobernador_noun_es
maths_noun_en	matemática_noun_es
populous_adjective_en	populoso_adjective_es
remark_noun_en	comentario_noun_es
calibration_noun_en	calibración_noun_es
planisphere_noun_en	planisferio_noun_es
dockyard_noun_en	astillero_noun_es
mississippi_propernoun_en	misisipi_propernoun_es
historiographer_noun_en	historiógrafo_noun_es
fatalism_noun_en	fatalismo_noun_es
download_verb_en	descargar_verb_es
store_in_a_cool_dry_place_verb_en	mantenerse_en_un_lugar_fresco_y_seco_verb_es
graphology_noun_en	grafología_noun_es
passive_adjective_en	pasivo_adjective_es
teutonic_adjective_en	teutónico_adjective_es
species_noun_en	especie_noun_es
car_adjective_en	automovilístico_adjective_es
charming_adjective_en	encantador_adjective_es
presentable_adjective_en	presentable_adjective_es
as_their_own_adverb_en	como_propios_adverb_es
at_the_bottom_of_preposition_en	en_el_fondo_de_preposition_es
in_a_northerly_direction_adverb_en	en_dirección_norte_adverb_es
soften_verb_en	suavizar_verb_es
microstate_noun_en	microestado_noun_es
eurofighter_propernoun_en	eurofighter_propernoun_es
ring_noun_en	cerco_noun_es
in_a_trice_adverb_en	en_un_pis_pas_adverb_es
reprove_verb_en	reprobar_verb_es
myriad_noun_en	miríada_noun_es
vitoria_propernoun_en	vitoria_propernoun_es
x-men_propernoun_en	x-men_propernoun_es
parasitic_adjective_en	parásito_adjective_es
algiers_propernoun_en	argel_propernoun_es
sweet_noun_en	chuchería_noun_es
isochronal_adjective_en	isócronal_adjective_es
poisonous_adjective_en	venenoso_adjective_es
race_verb_en	correr_verb_es
persian_adjective_en	persa_adjective_es
narcosis_noun_en	narcosis_noun_es
relevant_adjective_en	pertinente_adjective_es
tempting_adjective_en	tentador_adjective_es
memory_address_noun_en	dirección_de_memoria_noun_es
logistics_noun_en	logística_noun_es
edaphic_adjective_en	edáfico_adjective_es
blastocoel_noun_en	blastocelo_noun_es
hastily_adverb_en	precipitadamente_adverb_es
civil_servant_noun_en	funcionario_noun_es
greenish_adjective_en	verdoso_adjective_es
anchor_currency_noun_en	moneda_de_reserva_noun_es
collusion_noun_en	connivencia_noun_es
florida_propernoun_en	florida_propernoun_es
aleutian_islands_propernoun_en	islas_aleutianas_propernoun_es
hydrophobic_adjective_en	hidrofóbico_adjective_es
regarding_preposition_en	en_lo_que_se_refiere_a_preposition_es
stew_verb_en	guisar_verb_es
worker_noun_en	trabajador_noun_es
bid_verb_en	pujar_verb_es
assailant_noun_en	agresor_noun_es
knowledge_noun_en	conocimiento_noun_es
atony_noun_en	atonía_noun_es
absinthe_noun_en	absenta_noun_es
quarter_noun_en	trimestre_noun_es
mother-in-law_noun_en	suegro_noun_es
unconformity_noun_en	discordancia_noun_es
melamine_noun_en	melamina_noun_es
vengeance_noun_en	venganza_noun_es
nicole_propernoun_en	nicole_propernoun_es
goodwill_noun_en	fondo_de_comercio_noun_es
attempt_noun_en	atentado_noun_es
cheekbone_noun_en	pómulo_noun_es
radicalism_noun_en	radicalismo_noun_es
senior_adjective_en	sénior_adjective_es
archon_noun_en	arconte_noun_es
trading_company_noun_en	comercializador_noun_es
porter_noun_en	portero_noun_es
the_thing_is_that_subordinatingconjunction_en	lo_que_pasa_es_que_subordinatingconjunction_es
culture_noun_en	cultura_noun_es
avoidable_adjective_en	evitable_adjective_es
telefónica_propernoun_en	telefónica_propernoun_es
codex_noun_en	códice_noun_es
lining_noun_en	forro_noun_es
homonymy_noun_en	homonimia_noun_es
mechanic_noun_en	mecánico_noun_es
spectrophotometer_noun_en	espectrofotómetro_noun_es
capsid_noun_en	cápsida_noun_es
arc_noun_en	arc_noun_es
swaziland_propernoun_en	suazilandia_propernoun_es
ineffective_adjective_en	ineficaz_adjective_es
solar_adjective_en	solar_adjective_es
diverse_adjective_en	diverso_adjective_es
answer_verb_en	responder_verb_es
pixel_noun_en	píxel_noun_es
hradec_králové_propernoun_en	hradec_králové_propernoun_es
pie_noun_en	pastel_noun_es
disciplinary_infringement_noun_en	infracción_disciplinaria_noun_es
utopian_adjective_en	utópico_adjective_es
straight_adverb_en	directamente_adverb_es
manifest_verb_en	manifestar_verb_es
azkarate_propernoun_en	azkarate_propernoun_es
circulatory_adjective_en	circulatorio_adjective_es
ripe_adjective_en	maduro_adjective_es
support_verb_en	solidarizarse_verb_es
substance_noun_en	sustancia_noun_es
new_orleans_propernoun_en	nueva_orleans_propernoun_es
syrian_noun_en	sirio_noun_es
malaga_propernoun_en	málaga_propernoun_es
slice_noun_en	lonja_noun_es
outline_noun_en	contorno_noun_es
in_dire_straits_adverb_en	en_una_situación_desesperada_adverb_es
treaty_establishing_a_constitution_for_europe_propernoun_en	tratado_por_el_que_se_establece_una_constitución_para_europa_propernoun_es
ebb_tide_noun_en	marea_menguante_noun_es
ideal_adjective_en	ideal_adjective_es
south_noun_en	sur_noun_es
inexorable_adjective_en	inexorable_adjective_es
breeding_noun_en	cría_noun_es
clot_noun_en	coágulo_noun_es
cehipar_propernoun_en	cehipar_propernoun_es
configure_verb_en	configurar_verb_es
bioenergy_noun_en	bioenergía_noun_es
lame_adjective_en	cojo_adjective_es
thirteenth_determiner_en	decimotercero_determiner_es
donate_verb_en	dar_verb_es
spot_noun_en	sitio_noun_es
real_estate_noun_en	inmueble_noun_es
drop_by_verb_en	pasar_por_verb_es
editor_noun_en	redactor_noun_es
quadruple_noun_en	cuádruplo_noun_es
pipe_verb_en	encauzar_verb_es
chemist_noun_en	farmacéutico_noun_es
canaries_propernoun_en	canarias_propernoun_es
experience_noun_en	experiencia_noun_es
ball_noun_en	bola_noun_es
sometime_adverb_en	en_algún_momento_adverb_es
asterism_noun_en	asterismo_noun_es
alley_noun_en	callejón_noun_es
attract_verb_en	atraer_verb_es
tightness_noun_en	opresión_noun_es
judicature_noun_en	judicatura_noun_es
flavour_noun_en	sabor_noun_es
gross_adjective_en	bruto_adjective_es
square_noun_en	plaza_noun_es
data_noun_en	dato_noun_es
producing_adjective_en	productor_adjective_es
hideout_noun_en	guarida_noun_es
enjoyment_noun_en	diversión_noun_es
balzac_propernoun_en	balzac_propernoun_es
quite_a_lot_of_pronoun_en	bastante_pronoun_es
quite_a_lot_of_determiner_en	bastante_determiner_es
quite_a_lot_of_pronoun_en	bastante_pronoun_es
quite_a_lot_of_determiner_en	bastante_determiner_es
quite_a_lot_of_pronoun_en	bastante_pronoun_es
quite_a_lot_of_determiner_en	bastante_determiner_es
quite_a_lot_of_pronoun_en	bastante_pronoun_es
quite_a_lot_of_determiner_en	bastante_determiner_es
conciliation_noun_en	conciliación_noun_es
amnesia_noun_en	amnesia_noun_es
cold_noun_en	frío_noun_es
data_protection_noun_en	protección_de_datos_noun_es
affection_noun_en	afecto_noun_es
border_adjective_en	fronterizo_adjective_es
valdés_propernoun_en	valdés_propernoun_es
dissection_noun_en	disección_noun_es
kettle_noun_en	pava_noun_es
transportation_noun_en	transporte_noun_es
without_doubt_adverb_en	sin_duda_adverb_es
royal_family_propernoun_en	familia_real_propernoun_es
teutonic_noun_en	teutón_noun_es
communal_adjective_en	comunal_adjective_es
blatant_adjective_en	descarado_adjective_es
extemporaneous_adjective_en	extemporáneo_adjective_es
tutor_noun_en	tutor_noun_es
trace_verb_en	localizar_verb_es
backer_noun_en	partidario_noun_es
weakening_noun_en	debilitamiento_noun_es
structuring_noun_en	estructuración_noun_es
calcifugal_adjective_en	calcifugo_adjective_es
final_noun_en	final_noun_es
accuse_verb_en	acusar_verb_es
confine_verb_en	colindar_verb_es
minnesota_propernoun_en	minnesota_propernoun_es
susceptibility_noun_en	susceptibilidad_noun_es
purchaser_noun_en	comprador_noun_es
major_adjective_en	importante_adjective_es
prelude_noun_en	preludio_noun_es
combinatory_adjective_en	combinatorio_adjective_es
allegation_noun_en	alegación_noun_es
rancid_adjective_en	rancio_adjective_es
indoctrination_noun_en	adoctrinamiento_noun_es
peru_propernoun_en	perú_propernoun_es
drill_noun_en	martillo_noun_es
numeral_adjective_en	numeral_adjective_es
eager_adjective_en	ansioso_adjective_es
cordless_adjective_en	inalámbrico_adjective_es
foolishly_adverb_en	a_lo_tonto_a_lo_tonto_adverb_es
next_march_adverb_en	el_marzo_que_viene_adverb_es
adequate_adjective_en	adecuado_adjective_es
cougar_propernoun_en	cougar_propernoun_es
self-taught_adjective_en	autodidacto_adjective_es
range_noun_en	gama_noun_es
armstrong_propernoun_en	armstrong_propernoun_es
àlex_propernoun_en	àlex_propernoun_es
back_adverb_en	atrás_adverb_es
destitute_noun_en	indigente_noun_es
eutrophic_adjective_en	eutrófico_adjective_es
motivational_adjective_en	motivacional_adjective_es
inequity_noun_en	injusticia_noun_es
kidnapping_noun_en	rapto_noun_es
consortium_noun_en	consorcio_noun_es
pamplona_propernoun_en	pamplona_propernoun_es
