il·legítimament_adverb	ilegitimamente_adverb
serghei_propernoun	serghei_propernoun
mclellan_propernoun	mclellan_propernoun
dimitriu_propernoun	dimitriu_propernoun
del-pozo_propernoun	del-pozo_propernoun
pinsonneault_propernoun	pinsonneault_propernoun
hongria_propernoun	hungria_propernoun
nutant_adjective	nutante_adjective
concurs_noun	concurso_noun
de-gea_propernoun	de-gea_propernoun
culpa_noun	culpa_noun
dactilar_adjective	digital_adjective
ottereyes_propernoun	ottereyes_propernoun
anuent_adjective	anuente_adjective
sorià_adjective	soriano_adjective
pagã_propernoun	pagã_propernoun
calderón_propernoun	calderón_propernoun
xou_noun	show_noun
bernadó_propernoun	bernadó_propernoun
confrontable_adjective	confrontável_adjective
aeroespacial_adjective	aerospacial_adjective
sanestanislao_propernoun	sanestanislao_propernoun
carlucci_propernoun	carlucci_propernoun
longuépée_propernoun	longuépée_propernoun
atemporal_adjective	atemporal_adjective
gregório_propernoun	gregório_propernoun
controvertit_adjective	controverso_adjective
il·lustració_noun	ilustração_noun
nacionalista_adjective	nacionalista_adjective
roba_noun	roupa_noun
regne_noun	reino_noun
shoemaker_propernoun	shoemaker_propernoun
contractilitat_noun	contratilidade_noun
porcino_propernoun	porcino_propernoun
desitjar_verb	desejar_verb
superar_verb	superar_verb
ramir_propernoun	ramir_propernoun
denegació_noun	denegação_noun
gervais_propernoun	gervais_propernoun
festivitat_noun	festividade_noun
rigall_propernoun	rigall_propernoun
dissenyador_noun	desenhista_noun
costa_propernoun	costa_propernoun
vanwinden_propernoun	vanwinden_propernoun
xilografia_noun	xilografia_noun
comunicació_noun	comunicação_noun
adversament_adverb	adversamente_adverb
sakr_propernoun	sakr_propernoun
anticoncepció_noun	anticoncepção_noun
gusí_propernoun	gusí_propernoun
interjectiu_adjective	interjectivo_adjective
dulac_propernoun	dulac_propernoun
richelieu_propernoun	richelieu_propernoun
arbaiza_propernoun	arbaiza_propernoun
disfressar_verb	disfarçar_verb
civilleri_propernoun	civilleri_propernoun
von-donop_propernoun	von-donop_propernoun
acatament_noun	acatamento_noun
pastacci_propernoun	pastacci_propernoun
franqueig_noun	franquia_noun
celani_propernoun	celani_propernoun
inadmissió_noun	inadmissão_noun
secco_propernoun	secco_propernoun
compendiós_adjective	compendioso_adjective
individualista_adjective	individualista_adjective
adelino_propernoun	adelino_propernoun
europeu_noun	europeu_noun
ayora_propernoun	ayora_propernoun
strassoldo_propernoun	strassoldo_propernoun
tooma_propernoun	tooma_propernoun
zoogeografia_noun	zoogeografia_noun
sagarzazu_propernoun	sagarzazu_propernoun
paradoxa_noun	paradoxo_noun
reformista_adjective	reformista_adjective
marcio_propernoun	marcio_propernoun
plàsticament_adverb	plasticamente_adverb
guerrero_propernoun	guerrero_propernoun
brignolo_propernoun	brignolo_propernoun
intromissió_noun	intromissão_noun
heptaedre_noun	heptaedro_noun
filogenètic_adjective	filogenético_adjective
plumbós_adjective	plumboso_adjective
ocular_adjective	ocular_adjective
desitjable_adjective	desejável_adjective
pansòfic_adjective	pansófico_adjective
emissió_noun	emissão_noun
narbona_propernoun	narbona_propernoun
brea_propernoun	brea_propernoun
urbanització_noun	urbanização_noun
agudament_adverb	agudamente_adverb
urpí_propernoun	urpí_propernoun
capdet_propernoun	capdet_propernoun
ruscito_propernoun	ruscito_propernoun
packwood_propernoun	packwood_propernoun
schuch_propernoun	schuch_propernoun
director_adjective	director_adjective
toulouse-lautrec_propernoun	toulouse-lautrec_propernoun
demarco_propernoun	demarco_propernoun
coltrane_propernoun	coltrane_propernoun
consumista_adjective	consumista_adjective
probatori_adjective	probatório_adjective
carles_propernoun	carlos_propernoun
culebras_propernoun	culebras_propernoun
la-llosa-de-ranes_propernoun	la-llosa-de-ranes_propernoun
taupiac_propernoun	taupiac_propernoun
fúnebrement_adverb	funebremente_adverb
amengual_propernoun	amengual_propernoun
chóvar_propernoun	chóvar_propernoun
grönfeldt-bergman_propernoun	grönfeldt-bergman_propernoun
vântu_propernoun	vântu_propernoun
rambla_propernoun	rambla_propernoun
andriotto_propernoun	andriotto_propernoun
alfafar_propernoun	alfafar_propernoun
degudament_adverb	devidamente_adverb
vii_numeral	vii_numeral
sustentació_noun	sustentação_noun
gracia_propernoun	gracia_propernoun
guelfucci_propernoun	guelfucci_propernoun
inalterat_adjective	inalterado_adjective
entrar_verb	entrar_verb
escotòpic_adjective	escotópico_adjective
inspiratori_adjective	inspiratório_adjective
pantalons_noun	calças_noun
blažina_propernoun	blažina_propernoun
inalienabilitat_noun	inalienabilidade_noun
demència_noun	demência_noun
furtivament_adverb	furtivamente_adverb
vulcanisme_noun	vulcanismo_noun
branquiat_adjective	branquiado_adjective
allargar_verb	alongar_verb
genèticament_adverb	geneticamente_adverb
azòtic_adjective	azótico_adjective
vinyols-i-els-arcs_propernoun	vinyols-i-els-arcs_propernoun
despars_propernoun	despars_propernoun
arruda_propernoun	arruda_propernoun
begònia_noun	begónia_noun
curie_propernoun	curie_propernoun
afligir_verb	afligir_verb
d'alì_propernoun	d'alì_propernoun
mijatovic_propernoun	mijatovic_propernoun
batet_propernoun	batet_propernoun
hoban_propernoun	hoban_propernoun
hendrix_propernoun	hendrix_propernoun
caballé_propernoun	caballé_propernoun
borzacchelli_propernoun	borzacchelli_propernoun
martim_propernoun	martim_propernoun
carburador_noun	carburador_noun
chenail_propernoun	chenail_propernoun
truita_noun	truta_noun
multicapsular_adjective	multicapsular_adjective
solson_propernoun	solson_propernoun
sarro_propernoun	sarro_propernoun
algèria_propernoun	argélia_propernoun
sahuquillo_propernoun	sahuquillo_propernoun
hipersalí_adjective	hipersalino_adjective
infantil_adjective	infantil_adjective
llambrich_propernoun	llambrich_propernoun
incicatritzable_adjective	incicatrizável_adjective
concordar_verb	concordar_verb
montmajor_propernoun	montmajor_propernoun
encàrrec_noun	encomenda_noun
larabie_propernoun	larabie_propernoun
von-hausen_propernoun	von-hausen_propernoun
alfabèticament_adverb	alfabeticamente_adverb
noció_noun	noção_noun
del-río_propernoun	del-río_propernoun
preternatural_adjective	preternatural_adjective
porcellana_propernoun	porcellana_propernoun
desèrtic_adjective	desértico_adjective
formiguer_noun	formigueiro_noun
patogènic_adjective	patogénico_adjective
stoica_propernoun	stoica_propernoun
especialitat_noun	especialidade_noun
iranzo_propernoun	iranzo_propernoun
alamo_propernoun	alamo_propernoun
miñarro_propernoun	miñarro_propernoun
rajar_verb	manar_verb
tirolès_noun	tirolês_noun
duaner_adjective	aduaneiro_adjective
torre-serona_propernoun	torre-serona_propernoun
pol·linització_noun	polinização_noun
maraventano_propernoun	maraventano_propernoun
histamínic_adjective	histamínico_adjective
descurar_verb	descuidar_verb
efraim_propernoun	efraim_propernoun
jugal_adjective	jugal_adjective
multiplicar_verb	multiplicar_verb
txueka_propernoun	txueka_propernoun
distracció_noun	distração_noun
papalment_adverb	papalmente_adverb
helmíntic_adjective	helmíntico_adjective
macarrònic_adjective	macarrônico_adjective
luminescent_adjective	luminescente_adjective
superfí_adjective	superfino_adjective
líquid_adjective	líquido_adjective
delacruz_propernoun	delacruz_propernoun
bessemer_propernoun	bessemer_propernoun
esquerre_adjective	esquerdo_adjective
chinnici_propernoun	chinnici_propernoun
hemolític_adjective	hemolítico_adjective
braide_propernoun	braide_propernoun
ustori_adjective	ustório_adjective
villores_propernoun	villores_propernoun
carelià_adjective	careliano_adjective
boixareu_propernoun	boixareu_propernoun
acito_propernoun	acito_propernoun
prelatiu_adjective	prelativo_adjective
stanislao_propernoun	stanislao_propernoun
au_noun	ave_noun
apolloni_propernoun	apolloni_propernoun
motti_propernoun	motti_propernoun
chiodi_propernoun	chiodi_propernoun
godella_propernoun	godella_propernoun
superproducció_noun	superprodução_noun
radiotècnic_adjective	radiotécnico_adjective
cultura_noun	cultura_noun
de-la-rubia_propernoun	de-la-rubia_propernoun
wrigley_propernoun	wrigley_propernoun
doan_propernoun	doan_propernoun
guzmán_propernoun	guzmán_propernoun
fagnant_propernoun	fagnant_propernoun
humet_propernoun	humet_propernoun
boisjoli_propernoun	boisjoli_propernoun
paternalitat_noun	paternalidade_noun
marc_noun	marco_noun
antiescrofulós_adjective	antiescrofuloso_adjective
boullosa_propernoun	boullosa_propernoun
callosa-d'en-sarrià_propernoun	callosa-d'en-sarrià_propernoun
ruscio_propernoun	ruscio_propernoun
abelli_propernoun	abelli_propernoun
artificiós_adjective	artificioso_adjective
nul·lament_adverb	nulamente_adverb
segrestar_verb	seqüestrar_verb
giacovazzo_propernoun	giacovazzo_propernoun
ritme_noun	ritmo_noun
músic_noun	musicista_noun
visconti_propernoun	visconti_propernoun
atròfic_adjective	atrófico_adjective
orleanista_adjective	orleanista_adjective
donald_propernoun	donald_propernoun
calma_noun	calma_noun
nizzi_propernoun	nizzi_propernoun
esterri-d'àneu_propernoun	esterri-d'àneu_propernoun
higuaín_propernoun	higuaín_propernoun
àlgebra_noun	álgebra_noun
primorós_adjective	primoroso_adjective
masjuan_propernoun	masjuan_propernoun
calvo-sotelo_propernoun	calvo-sotelo_propernoun
glaç_noun	gelo_noun
lleonès_adjective	leonês_adjective
periòdic_adjective	periódico_adjective
estròfic_adjective	estrófico_adjective
protestatiu_adjective	protestativo_adjective
blindatge_noun	blindagem_noun
dalmasso_propernoun	dalmasso_propernoun
keith_propernoun	keith_propernoun
tomba_noun	tumba_noun
neoplatònic_adjective	neoplatônico_adjective
montblanc_propernoun	montblanc_propernoun
cabrera_propernoun	cabrera_propernoun
extraparlamentari_adjective	extraparlamentar_adjective
pastoralment_adverb	pastoralmente_adverb
carreras_propernoun	carreras_propernoun
esclerosat_adjective	esclerosado_adjective
terés_propernoun	terés_propernoun
cucu_propernoun	cucu_propernoun
zodiacal_adjective	zodiacal_adjective
pòrtulas_propernoun	pòrtulas_propernoun
astènic_adjective	asténico_adjective
li_propernoun	li_propernoun
duisenberg_propernoun	duisenberg_propernoun
compositor_noun	compositor_noun
pamphili_propernoun	pamphili_propernoun
francesc_propernoun	francesc_propernoun
desintegració_noun	desintegração_noun
staglieno_propernoun	staglieno_propernoun
cantant-de-fados_noun	fadista_noun
gram_noun	grama_noun
rendiment_noun	rendimento_noun
arcuri_propernoun	arcuri_propernoun
teoria_noun	teoria_noun
insubsistent_adjective	insubsistente_adjective
digitalització_noun	digitalização_noun
lapeña_propernoun	lapeña_propernoun
imprevisibilitat_noun	imprevisibilidade_noun
maciel_propernoun	maciel_propernoun
fox_propernoun	fox_propernoun
ibaeta_propernoun	ibaeta_propernoun
vellesa_noun	velhice_noun
papaseit_propernoun	papaseit_propernoun
immigrant_noun	imigrante_noun
atenès_noun	ateniense_noun
tempesta-elèctrica_noun	trovoada_noun
eslovè_noun	esloveno_noun
perspectiva_noun	perspectiva_noun
inviolabilitat_noun	inviolabilidade_noun
basset_propernoun	basset_propernoun
bermudes_propernoun	bermudas_propernoun
obtusament_adverb	obtusamente_adverb
madia_propernoun	madia_propernoun
pitruzzello_propernoun	pitruzzello_propernoun
epirogènic_adjective	epirogénico_adjective
jambo_propernoun	jambo_propernoun
invendible_adjective	invendível_adjective
ericsson_propernoun	ericsson_propernoun
proponent_adjective	proponente_adjective
agregació_noun	agregação_noun
gal·lès_adjective	galês_adjective
a-mitjans-de_preposition	em-meio-de_preposition
ase_noun	burro_noun
litúrgicament_adverb	liturgicamente_adverb
cole_propernoun	cole_propernoun
von-schuschnigg_propernoun	von-schuschnigg_propernoun
campió_noun	campeão_noun
publicable_adjective	publicável_adjective
turísticament_adverb	turisticamente_adverb
sobrenaturalment_adverb	sobrenaturalmente_adverb
espectable_adjective	espectável_adjective
bolivià_adjective	boliviano_adjective
canviador_adjective	trocador_adjective
vuitton_propernoun	vuitton_propernoun
arrabassar_verb	arrebatar_verb
dialectòleg_noun	dialetologista_noun
barros_propernoun	barros_propernoun
petroquímic_adjective	petroquímico_adjective
comprar_verb	comprar_verb
almada_propernoun	almada_propernoun
accident_noun	acidente_noun
llovera_propernoun	llovera_propernoun
von-braun_propernoun	von-braun_propernoun
fincato_propernoun	fincato_propernoun
morrió_noun	focinheira_noun
uranga_propernoun	uranga_propernoun
portàtilment_adverb	portatilmente_adverb
al-corrent-de_preposition	a-par-de_preposition
frederico_propernoun	frederico_propernoun
weinschenck_propernoun	weinschenck_propernoun
conductor_noun	motorista_noun
esnal_propernoun	esnal_propernoun
paragone_propernoun	paragone_propernoun
pensador_adjective	pensador_adjective
dutxar_verb	tomar-uma-ducha_verb
setanta-sis_numeral	setenta-e-seis_numeral
castellbisbal_propernoun	castellbisbal_propernoun
jin_propernoun	jin_propernoun
flora_noun	flora_noun
fauttilli_propernoun	fauttilli_propernoun
racette_propernoun	racette_propernoun
assolat_adjective	assolado_adjective
còmic_noun	história-em-quadrinhos_noun
riba_noun	beira_noun
electrografia_noun	eletrografia_noun
fresneda_propernoun	fresneda_propernoun
lauricella_propernoun	lauricella_propernoun
carrícola_propernoun	carrícola_propernoun
epigràfic_adjective	epigráfico_adjective
imitador_noun	imitador_noun
beòcia_propernoun	beócia_propernoun
noguerol_propernoun	noguerol_propernoun
monheit_propernoun	monheit_propernoun
curós_adjective	cuidadoso_adjective
perinei_propernoun	perinei_propernoun
ruquier_propernoun	ruquier_propernoun
mellado_propernoun	mellado_propernoun
erecció_noun	erecção_noun
quilla_noun	quilha_noun
chayer_propernoun	chayer_propernoun
inexactament_adverb	inexactamente_adverb
enamorat_adjective	enamorado_adjective
banda_noun	bando_noun
people_propernoun	people_propernoun
manniello_propernoun	manniello_propernoun
renacionalització_noun	renacionalização_noun
francolí_propernoun	francolí_propernoun
paternitat_noun	paternidade_noun
soriero_propernoun	soriero_propernoun
raimondo_propernoun	raimondo_propernoun
mangraviti_propernoun	mangraviti_propernoun
ayotte_propernoun	ayotte_propernoun
contraceptiu_adjective	contracetivo_adjective
boulos_propernoun	boulos_propernoun
xxvii_numeral	xxvii_numeral
hospitaler_adjective	hospitaleiro_adjective
reimpulsar_verb	reimpulsionar_verb
werner_propernoun	werner_propernoun
endogàmic_adjective	endogâmico_adjective
convocatori_adjective	convocatório_adjective
quintal_propernoun	quintal_propernoun
mundificació_noun	mundificação_noun
moraes_propernoun	moraes_propernoun
decapant_adjective	decapante_adjective
radiotelegràfic_adjective	radiotelegráfico_adjective
carniti_propernoun	carniti_propernoun
escudero_propernoun	escudero_propernoun
sanroma_propernoun	sanroma_propernoun
von-erthal_propernoun	von-erthal_propernoun
manrique_propernoun	manrique_propernoun
pizzinato_propernoun	pizzinato_propernoun
repugnància_noun	repugnância_noun
esment_noun	menção_noun
zullo_propernoun	zullo_propernoun
silenciosament_adverb	silenciosamente_adverb
anastàtic_adjective	anastático_adjective
negrão_propernoun	negrão_propernoun
antiviral_adjective	antiviral_adjective
castañé_propernoun	castañé_propernoun
aquin_propernoun	aquin_propernoun
buades_propernoun	buades_propernoun
escarment_noun	escarmento_noun
semidiví_adjective	semidivino_adjective
precordial_adjective	precordial_adjective
fanàtic_adjective	fanático_adjective
fertilitat_noun	fertilidade_noun
schiller_propernoun	schiller_propernoun
gran-principat_noun	grão-principado_noun
intermodulació_noun	intermodulação_noun
esfèric_adjective	esférico_adjective
càlid_adjective	cálido_adjective
ordenable_adjective	ordenável_adjective
llera_propernoun	llera_propernoun
von-simmern-zweibrücken_propernoun	von-simmern-zweibrücken_propernoun
verhofstadt_propernoun	verhofstadt_propernoun
sarney_propernoun	sarney_propernoun
turís_propernoun	turís_propernoun
descompte_noun	desconto_noun
tancredi_propernoun	tancredi_propernoun
avinyonet-del-penedès_propernoun	avinyonet-del-penedès_propernoun
balocchi_propernoun	balocchi_propernoun
