waiting-for_preposition_en	esperando-a_preposition_es
mozilla_propernoun_en	mozilla_propernoun_es
face-to-face_subordinatingconjunction_en	frente-a-frente_subordinatingconjunction_es
inheritable_adjective_en	heredable_adjective_es
poll_noun_en	encuesta_noun_es
indies_propernoun_en	indias_propernoun_es
classicism_noun_en	clasicismo_noun_es
conchoid_noun_en	concoide_noun_es
the-next-tuesday_adverb_en	el-próximo-martes_adverb_es
no-man's-land_noun_en	tierra-de-nadie_noun_es
honesty_noun_en	honestidad_noun_es
community-manager_noun_en	community-manager_noun_es
writing_noun_en	redacción_noun_es
sideline_noun_en	línea-de-banda_noun_es
grey-haired_adjective_en	canoso_adjective_es
loyola_propernoun_en	loyola_propernoun_es
ancestor_noun_en	antepasado_noun_es
too-close-up_adverb_en	demasiado-cerca_adverb_es
cedar_noun_en	cedro_noun_es
developed-country_noun_en	país-desarrollado_noun_es
how-many_adjective_en	cuánto_adjective_es
how-many_pronoun_en	cuánto_pronoun_es
how-many_determiner_en	cuánto_determiner_es
how-many_interrogativepronoun_en	cuánto_interrogativepronoun_es
how-many_determiner_en	cuánto_determiner_es
how-many_adverb_en	cuánto_adverb_es
how-many_pronoun_en	cuánto_pronoun_es
how-many_determiner_en	cuánto_determiner_es
how-many_interrogativepronoun_en	cuánto_interrogativepronoun_es
how-many_determiner_en	cuánto_determiner_es
oil-refinery_noun_en	refinería-de-petróleo_noun_es
albelda_propernoun_en	albelda_propernoun_es
virtue_noun_en	virtud_noun_es
better-late-than-never_interjection_en	más-vale-tarde-que-nunca_interjection_es
motorise_verb_en	motorizar_verb_es
prelate_noun_en	prelado_noun_es
help_verb_en	ayudar_verb_es
spend_verb_en	perder_verb_es
john-paul-i_propernoun_en	juan-pablo-i_propernoun_es
devote_verb_en	dedicar_verb_es
courageous_adjective_en	brioso_adjective_es
liturgical_adjective_en	litúrgico_adjective_es
clericalism_noun_en	clericalismo_noun_es
liberalisation_noun_en	liberalización_noun_es
convey_verb_en	transmitir_verb_es
information-centre_noun_en	punto-de-información_noun_es
be-still-single_verb_en	seguir-soltero_verb_es
capital_noun_en	capital_noun_es
transcribe_verb_en	transcribir_verb_es
go-to-rack-and-ruin_verb_en	echarse-a-perder_verb_es
corn-oil_noun_en	aceite-de-maíz_noun_es
lookout_noun_en	vigía_noun_es
tidy-up_verb_en	adecentarse_verb_es
incentive-plan_noun_en	plan-de-incentivo_noun_es
avocado_noun_en	aguacate_noun_es
exclave_noun_en	exclave_noun_es
hold_verb_en	agarrar_verb_es
sacrilege_noun_en	sacrilegio_noun_es
architect_noun_en	arquitecto_noun_es
bow_noun_en	proel_noun_es
zenithal_adjective_en	cenital_adjective_es
furnish_verb_en	amueblar_verb_es
tabulation_noun_en	tabulación_noun_es
burner_noun_en	quemador_noun_es
shed_noun_en	nave_noun_es
puff_noun_en	bocanada_noun_es
plume_noun_en	penacho_noun_es
half_adjective_en	medio_adjective_es
paternity_noun_en	paternidad_noun_es
boringly_adverb_en	aburridamente_adverb_es
worrisome_adjective_en	preocupante_adjective_es
lídia_propernoun_en	lídia_propernoun_es
cheney_propernoun_en	cheney_propernoun_es
carla_propernoun_en	carla_propernoun_es
visual-art_noun_en	arte-visual_noun_es
resumption_noun_en	reanudación_noun_es
patriot_noun_en	patriota_noun_es
alcove_noun_en	alcoba_noun_es
hypersonic_adjective_en	hipersónico_adjective_es
touch_noun_en	tacto_noun_es
southern_adjective_en	del-sur_adjective_es
state_verb_en	declarar_verb_es
irritation_noun_en	irritación_noun_es
diouf_propernoun_en	diouf_propernoun_es
wine-tasting_noun_en	degustación-de-vinos_noun_es
throw_verb_en	tirar_verb_es
december_noun_en	diciembre_noun_es
ten_noun_en	decena_noun_es
disapproval_noun_en	desaprobación_noun_es
simple_adjective_en	simple_adjective_es
jam_noun_en	atasco_noun_es
reverse_noun_en	revés_noun_es
iniesta_propernoun_en	iniesta_propernoun_es
secretary-of-state_noun_en	secretario-de-estado_noun_es
rapeseed_noun_en	semilla-de-colza_noun_es
diachrony_noun_en	diacronía_noun_es
conventional_adjective_en	convencional_adjective_es
auctioneer_noun_en	rematador_noun_es
conjugable_adjective_en	conjugable_adjective_es
collapse_verb_en	caer-desplomado_verb_es
commensal_noun_en	comensal_noun_es
psychotherapist_noun_en	psicoterapeuta_noun_es
armed-robbery_noun_en	atraco-a-mano-armada_noun_es
highlight_noun_en	punto-destacado_noun_es
bruised_verb_en	magullar_verb_es
overriding_adjective_en	primordial_adjective_es
alexander-lukashenko_propernoun_en	aleksandr-lukashenko_propernoun_es
golden-age_noun_en	época-dorada_noun_es
third_adjective_en	tercero_adjective_es
tarnished_adjective_en	empañado_adjective_es
governor_noun_en	gobernador_noun_es
maths_noun_en	matemática_noun_es
populous_adjective_en	populoso_adjective_es
calibration_noun_en	calibración_noun_es
planisphere_noun_en	planisferio_noun_es
dockyard_noun_en	astillero_noun_es
mississippi_propernoun_en	misisipi_propernoun_es
historiographer_noun_en	historiógrafo_noun_es
fatalism_noun_en	fatalismo_noun_es
graphology_noun_en	grafología_noun_es
passive_adjective_en	pasivo_adjective_es
species_noun_en	especie_noun_es
car_adjective_en	automovilístico_adjective_es
as-their-own_adverb_en	como-propios_adverb_es
at-the-bottom-of_preposition_en	en-el-fondo-de_preposition_es
soften_verb_en	suavizar_verb_es
microstate_noun_en	microestado_noun_es
eurofighter_propernoun_en	eurofighter_propernoun_es
in-a-trice_adverb_en	en-un-pis-pas_adverb_es
reprove_verb_en	reprobar_verb_es
myriad_noun_en	miríada_noun_es
vitoria_propernoun_en	vitoria_propernoun_es
x-men_propernoun_en	x-men_propernoun_es
algiers_propernoun_en	argel_propernoun_es
isochronal_adjective_en	isócronal_adjective_es
poisonous_adjective_en	venenoso_adjective_es
race_verb_en	correr_verb_es
persian_adjective_en	persa_adjective_es
narcosis_noun_en	narcosis_noun_es
tempting_adjective_en	tentador_adjective_es
memory-address_noun_en	dirección-de-memoria_noun_es
edaphic_adjective_en	edáfico_adjective_es
blastocoel_noun_en	blastocelo_noun_es
hastily_adverb_en	precipitadamente_adverb_es
greenish_adjective_en	verdoso_adjective_es
anchor-currency_noun_en	moneda-de-reserva_noun_es
collusion_noun_en	connivencia_noun_es
florida_propernoun_en	florida_propernoun_es
aleutian-islands_propernoun_en	islas-aleutianas_propernoun_es
hydrophobic_adjective_en	hidrofóbico_adjective_es
assailant_noun_en	agresor_noun_es
knowledge_noun_en	conocimiento_noun_es
quarter_noun_en	trimestre_noun_es
mother-in-law_noun_en	suegro_noun_es
unconformity_noun_en	discordancia_noun_es
melamine_noun_en	melamina_noun_es
vengeance_noun_en	venganza_noun_es
nicole_propernoun_en	nicole_propernoun_es
goodwill_noun_en	fondo-de-comercio_noun_es
attempt_noun_en	atentado_noun_es
cheekbone_noun_en	pómulo_noun_es
radicalism_noun_en	radicalismo_noun_es
senior_adjective_en	sénior_adjective_es
trading-company_noun_en	comercializador_noun_es
porter_noun_en	portero_noun_es
the-thing-is-that_subordinatingconjunction_en	lo-que-pasa-es-que_subordinatingconjunction_es
culture_noun_en	cultura_noun_es
avoidable_adjective_en	evitable_adjective_es
telefónica_propernoun_en	telefónica_propernoun_es
codex_noun_en	códice_noun_es
lining_noun_en	forro_noun_es
homonymy_noun_en	homonimia_noun_es
mechanic_noun_en	mecánico_noun_es
spectrophotometer_noun_en	espectrofotómetro_noun_es
capsid_noun_en	cápsida_noun_es
arc_noun_en	arc_noun_es
swaziland_propernoun_en	suazilandia_propernoun_es
ineffective_adjective_en	ineficaz_adjective_es
solar_adjective_en	solar_adjective_es
diverse_adjective_en	diverso_adjective_es
hradec-králové_propernoun_en	hradec-králové_propernoun_es
pie_noun_en	pastel_noun_es
disciplinary-infringement_noun_en	infracción-disciplinaria_noun_es
utopian_adjective_en	utópico_adjective_es
straight_adverb_en	directamente_adverb_es
manifest_verb_en	manifestar_verb_es
azkarate_propernoun_en	azkarate_propernoun_es
circulatory_adjective_en	circulatorio_adjective_es
malaga_propernoun_en	málaga_propernoun_es
ebb-tide_noun_en	marea-menguante_noun_es
ideal_adjective_en	ideal_adjective_es
south_noun_en	sur_noun_es
inexorable_adjective_en	inexorable_adjective_es
breeding_noun_en	cría_noun_es
clot_noun_en	coágulo_noun_es
cehipar_propernoun_en	cehipar_propernoun_es
configure_verb_en	configurar_verb_es
lame_adjective_en	cojo_adjective_es
donate_verb_en	dar_verb_es
real-estate_noun_en	inmueble_noun_es
drop-by_verb_en	pasar-por_verb_es
quadruple_noun_en	cuádruplo_noun_es
pipe_verb_en	encauzar_verb_es
chemist_noun_en	farmacéutico_noun_es
canaries_propernoun_en	canarias_propernoun_es
ball_noun_en	bola_noun_es
sometime_adverb_en	en-algún-momento_adverb_es
asterism_noun_en	asterismo_noun_es
tightness_noun_en	opresión_noun_es
flavour_noun_en	sabor_noun_es
gross_adjective_en	bruto_adjective_es
square_noun_en	plaza_noun_es
data_noun_en	dato_noun_es
producing_adjective_en	productor_adjective_es
hideout_noun_en	guarida_noun_es
enjoyment_noun_en	diversión_noun_es
quite-a-lot-of_pronoun_en	bastante_pronoun_es
quite-a-lot-of_determiner_en	bastante_determiner_es
quite-a-lot-of_pronoun_en	bastante_pronoun_es
quite-a-lot-of_determiner_en	bastante_determiner_es
quite-a-lot-of_determiner_en	bastante_determiner_es
quite-a-lot-of_pronoun_en	bastante_pronoun_es
conciliation_noun_en	conciliación_noun_es
amnesia_noun_en	amnesia_noun_es
cold_noun_en	frío_noun_es
data-protection_noun_en	protección-de-datos_noun_es
valdés_propernoun_en	valdés_propernoun_es
dissection_noun_en	disección_noun_es
kettle_noun_en	pava_noun_es
transportation_noun_en	transporte_noun_es
without-doubt_adverb_en	sin-duda_adverb_es
royal-family_propernoun_en	familia-real_propernoun_es
communal_adjective_en	comunal_adjective_es
extemporaneous_adjective_en	extemporáneo_adjective_es
tutor_noun_en	tutor_noun_es
trace_verb_en	localizar_verb_es
backer_noun_en	partidario_noun_es
final_noun_en	final_noun_es
accuse_verb_en	acusar_verb_es
confine_verb_en	colindar_verb_es
major_adjective_en	importante_adjective_es
prelude_noun_en	preludio_noun_es
combinatory_adjective_en	combinatorio_adjective_es
allegation_noun_en	alegación_noun_es
rancid_adjective_en	rancio_adjective_es
indoctrination_noun_en	adoctrinamiento_noun_es
peru_propernoun_en	perú_propernoun_es
numeral_adjective_en	numeral_adjective_es
cordless_adjective_en	inalámbrico_adjective_es
foolishly_adverb_en	a-lo-tonto-a-lo-tonto_adverb_es
next-march_adverb_en	el-marzo-que-viene_adverb_es
cougar_propernoun_en	cougar_propernoun_es
self-taught_adjective_en	autodidacto_adjective_es
range_noun_en	gama_noun_es
armstrong_propernoun_en	armstrong_propernoun_es
àlex_propernoun_en	àlex_propernoun_es
back_adverb_en	atrás_adverb_es
destitute_noun_en	indigente_noun_es
inequity_noun_en	injusticia_noun_es
kidnapping_noun_en	rapto_noun_es
consortium_noun_en	consorcio_noun_es
pamplona_propernoun_en	pamplona_propernoun_es
harem_noun_en	harén_noun_es
humanist_noun_en	humanista_noun_es
pederasty_noun_en	pederastia_noun_es
outline_noun_en	trazado_noun_es
bar_noun_en	bar_noun_es
multimillionaire_noun_en	multimillonario_noun_es
monotonously_adverb_en	monótonamente_adverb_es
vitrectomy_noun_en	vitrectomía_noun_es
vyacheslav-molotov_propernoun_en	viacheslav-mólotov_propernoun_es
ease_verb_en	aliviar_verb_es
ambiguity_noun_en	ambigüedad_noun_es
barium_noun_en	bario_noun_es
flaviobriga-flag_propernoun_en	bandera-flaviobriga_propernoun_es
download_noun_en	descarga_noun_es
botch_noun_en	chapuza_noun_es
by-the-skin-of-your-teeth_adverb_en	por-los-pelos_adverb_es
jokingly_adverb_en	de-broma_adverb_es
hundred_numeral_en	mil_numeral_es
at-some-time_adverb_en	en-algún-momento_adverb_es
school-of-languages_noun_en	escuela-de-idiomas_noun_es
legal-entity_noun_en	figura-jurídica_noun_es
drop_verb_en	soltar_verb_es
go-too-far_verb_en	pasarse-de-la-raya_verb_es
mangrove_noun_en	mangle_noun_es
hit_verb_en	pegar_verb_es
cuisine_noun_en	cocina_noun_es
violence_noun_en	violencia_noun_es
machado_propernoun_en	machado_propernoun_es
protoplasm_noun_en	protoplasma_noun_es
address_noun_en	dirección_noun_es
pre-ordering_noun_en	preventa_noun_es
bioluminescence_noun_en	bioluminiscencia_noun_es
sex_noun_en	sexo_noun_es
reptilian_adjective_en	reptil_adjective_es
almunia_propernoun_en	almunia_propernoun_es
pledge_noun_en	promesa_noun_es
asyndetic_adjective_en	asindético_adjective_es
lots-of_pronoun_en	mucho_pronoun_es
lots-of_determiner_en	mucho_determiner_es
lots-of_pronoun_en	mucho_pronoun_es
lots-of_determiner_en	mucho_determiner_es
lots-of_determiner_en	mucho_determiner_es
lots-of_determiner_en	mucho_determiner_es
address_verb_en	abordar_verb_es
all-powerful_adjective_en	todopoderoso_adjective_es
toll_noun_en	peaje_noun_es
rescue-plan_noun_en	plan-de-rescate_noun_es
interestingly_adverb_en	curiosamente_adverb_es
meet_verb_en	conocer_verb_es
márquez_propernoun_en	márquez_propernoun_es
increase_verb_en	aumentar_verb_es
strip_noun_en	tira_noun_es
transposition_noun_en	transposición_noun_es
trigonometry_noun_en	trigonometría_noun_es
velilla-de-san-antonio_propernoun_en	velilla-de-san-antonio_propernoun_es
endorser_noun_en	endosante_noun_es
vrchlabí_propernoun_en	vrchlabí_propernoun_es
interpretation_noun_en	interpretación_noun_es
coexistence_noun_en	convivencia_noun_es
gabriela_propernoun_en	gabriela_propernoun_es
polymorphic_adjective_en	polimórfico_adjective_es
pointillist_adjective_en	puntillista_adjective_es
anti-doping-matter_noun_en	materia-antidopaje_noun_es
sink-to-the-bottom_verb_en	irse-al-fondo_verb_es
anisette_noun_en	anisete_noun_es
bentonite_noun_en	bentonita_noun_es
although_subordinatingconjunction_en	a-pesar-de-que_subordinatingconjunction_es
shomal-daria_propernoun_en	shomal-daria_propernoun_es
rpk_propernoun_en	rpk_propernoun_es
for_preposition_en	para_preposition_es
loom_verb_en	amenazar_verb_es
man_noun_en	varón_noun_es
stock-exchange_noun_en	bolsa-de-valores_noun_es
underlying_adjective_en	subyacente_adjective_es
spread_verb_en	untar_verb_es
blade_noun_en	hoja_noun_es
broadcast_verb_en	retransmitir_verb_es
be-shallow_verb_en	tener-poco-fondo_verb_es
economy_noun_en	economía_noun_es
obscene_adjective_en	obsceno_adjective_es
stone_noun_en	piedra_noun_es
hip_noun_en	escaramujo_noun_es
while_noun_en	rato_noun_es
arab_adjective_en	árabe_adjective_es
dismiss_verb_en	rechazar_verb_es
subhead_noun_en	subtítulo_noun_es
plebiscite_noun_en	plebiscito_noun_es
momentous_adjective_en	trascendental_adjective_es
crusher_noun_en	trituradora_noun_es
with-no_preposition_en	sin_preposition_es
mildly_adverb_en	levemente_adverb_es
conclusion_noun_en	conclusión_noun_es
radical_adjective_en	radical_adjective_es
croissant_noun_en	cruasán_noun_es
exception_noun_en	excepción_noun_es
antropoid_adjective_en	antropoide_adjective_es
expertise_noun_en	pericia_noun_es
relevant-measure_noun_en	medida-coyuntural_noun_es
dive_verb_en	bucear_verb_es
summer_noun_en	verano_noun_es
malawian_adjective_en	malawiano_adjective_es
venus_propernoun_en	venus_propernoun_es
verse_noun_en	verso_noun_es
inquiry_noun_en	investigación_noun_es
directly-opposite_subordinatingconjunction_en	frente-por-frente_subordinatingconjunction_es
filling_noun_en	empaste_noun_es
help_verb_en	socorrer_verb_es
element_noun_en	elemento_noun_es
welcome_adjective_en	bienvenido_adjective_es
leo-vii_propernoun_en	león-vii_propernoun_es
pointy_adjective_en	puntiagudo_adjective_es
garai_propernoun_en	garai_propernoun_es
in-spite-of_preposition_en	a-pesar-de_preposition_es
assault_verb_en	asaltar_verb_es
quotation_noun_en	mención_noun_es
denaturalise_verb_en	desnaturalizar_verb_es
upbringing_noun_en	crianza_noun_es
uselessness_noun_en	inutilidad_noun_es
babylonian_adjective_en	babilónico_adjective_es
reassert_verb_en	reiterar_verb_es
lux_propernoun_en	lux_propernoun_es
elmuelle-servicios-hosting-sl_propernoun_en	elmuelle-servicios-hosting-sl_propernoun_es
discontinue_verb_en	descatalogar_verb_es
decalcomania_noun_en	calcomanía_noun_es
minor_adjective_en	menor_adjective_es
verisign_propernoun_en	verisign_propernoun_es
gasification_noun_en	gasificación_noun_es
consumer_noun_en	consumidor_noun_es
rondo_noun_en	rondó_noun_es
the-next-december_adverb_en	el-próximo-diciembre_adverb_es
barometer_noun_en	barómetro_noun_es
reestablish_verb_en	restablecer_verb_es
dew_noun_en	rocío_noun_es
short-story_noun_en	cuento_noun_es
probabilistic_adjective_en	probabilístico_adjective_es
boost_verb_en	fomentar_verb_es
expire_verb_en	expirar_verb_es
student_noun_en	alumno_noun_es
digestive_adjective_en	digestivo_adjective_es
sextet_noun_en	sexteto_noun_es
every-so-often_adverb_en	de-vez-en-cuando_adverb_es
emanation_noun_en	emanación_noun_es
endometrium_noun_en	endometrio_noun_es
individualisation_noun_en	individualización_noun_es
thyroxine_noun_en	tiroxina_noun_es
literary-work_noun_en	obra-literaria_noun_es
syntactic_adjective_en	sintáctico_adjective_es
gauze_noun_en	gasa_noun_es
ptolemy_propernoun_en	tolomeo_propernoun_es
glycolysis_noun_en	glucólisis_noun_es
decking_noun_en	entablado_noun_es
evenly_adverb_en	equitativamente_adverb_es
clutter_verb_en	desasear_verb_es
revisionist_adjective_en	revisionista_adjective_es
broccoli_noun_en	bróculi_noun_es
ballade_noun_en	balada_noun_es
hometown_noun_en	ciudad-natal_noun_es
insides_noun_en	tripa_noun_es
dichotomy_noun_en	dicotomía_noun_es
yearn_verb_en	ansiar_verb_es
basketball_noun_en	baloncesto_noun_es
steward_noun_en	camarero_noun_es
whole-salary_noun_en	sueldo-íntegro_noun_es
fossilisation_noun_en	fosilización_noun_es
closing_noun_en	encierro_noun_es
wolfram_propernoun_en	wolfram_propernoun_es
british-airways_propernoun_en	british-airways_propernoun_es
thoracic_adjective_en	torácico_adjective_es
norm_noun_en	norma_noun_es
springer_noun_en	salmer_noun_es
susceptance_noun_en	susceptancia_noun_es
winger_noun_en	alero_noun_es
isohel_noun_en	isohelia_noun_es
transmitter_noun_en	transmisor_noun_es
monotreme_noun_en	monotrema_noun_es
next-week_adverb_en	semana-que-viene_adverb_es
undertake_verb_en	emprender_verb_es
monitoring_noun_en	monitorización_noun_es
undesirable_adjective_en	indeseable_adjective_es
contribution_noun_en	contribución_noun_es
bielan_propernoun_en	bielan_propernoun_es
peruvian_adjective_en	peruano_adjective_es
quadrature_noun_en	cuadratura_noun_es
broom_noun_en	escoba_noun_es
